kind	body	path	url	status	bytes
texture	Cassini	models/Cassini/texture/tex_01_.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Cassini/texture/tex_01_.png	206	845646
model	Churyumov-Gerasimenko	models/Churyumov-Gerasimenko.ply	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Churyumov-Gerasimenko.ply	206	4864228
model	Dawn	models/Dawn/Dawn.mtl	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Dawn/Dawn.mtl	206	3514
model	Dawn	models/Dawn/Dawn.obj	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Dawn/Dawn.obj	206	2544333
license	Dawn	models/Dawn/LICENSE	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Dawn/LICENSE	206	205
texture	Dawn	models/Dawn/texture/Dawn_tex_01.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Dawn/texture/Dawn_tex_01.png	206	677554
texture	Dawn	models/Dawn/texture/foil_antenna.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Dawn/texture/foil_antenna.png	206	216841
texture	Dawn	models/Dawn/texture/foil_antenna_n.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Dawn/texture/foil_antenna_n.png	206	209522
texture	Dawn	models/Dawn/texture/foil_gold_ramp.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Dawn/texture/foil_gold_ramp.png	206	3627
texture	Dawn	models/Dawn/texture/foil_n.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Dawn/texture/foil_n.png	206	309641
texture	Dawn	models/Dawn/texture/foil_silver_ramp.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Dawn/texture/foil_silver_ramp.png	206	3466
model	Deimos	models/Deimos.ply	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Deimos.ply	206	95984
model	Dione	models/Dione.ply	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Dione.ply	206	3735779
texture	Hubble	models/Hubble/HUBSOLAR.JPG	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Hubble/HUBSOLAR.JPG	206	47702
model	Hubble	models/Hubble/Hubble.mtl	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Hubble/Hubble.mtl	206	3628
model	Hubble	models/Hubble/Hubble.obj	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Hubble/Hubble.obj	206	83232455
license	Hubble	models/Hubble/LICENSE	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Hubble/LICENSE	206	146
texture	Hubble	models/Hubble/SCBLACK.JPG	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Hubble/SCBLACK.JPG	206	12003
texture	Hubble	models/Hubble/SCDKGRA.JPG	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Hubble/SCDKGRA.JPG	206	13919
texture	Hubble	models/Hubble/SCLOGOS1.JPG	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Hubble/SCLOGOS1.JPG	206	45738
texture	Hubble	models/Hubble/SCLTGRA.JPG	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Hubble/SCLTGRA.JPG	206	25121
texture	Hubble	models/Hubble/SCLTGRAR.JPG	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Hubble/SCLTGRAR.JPG	206	22807
texture	Hubble	models/Hubble/SCORNGE.JPG	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Hubble/SCORNGE.JPG	206	97191
texture	Hubble	models/Hubble/SCPLATE.JPG	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Hubble/SCPLATE.JPG	206	53819
texture	Hubble	models/Hubble/SCPLATE2.JPG	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Hubble/SCPLATE2.JPG	206	57450
texture	Hubble	models/Hubble/SCPURP.JPG	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Hubble/SCPURP.JPG	206	19481
texture	Hubble	models/Hubble/SCTFOIL2.JPG	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Hubble/SCTFOIL2.JPG	206	145081
texture	Hubble	models/Hubble/SCYELL.JPG	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Hubble/SCYELL.JPG	206	96953
texture	Hubble	models/Hubble/scdkgrar.jpg	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Hubble/scdkgrar.jpg	206	12786
model	Hyperion	models/Hyperion.ply	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Hyperion.ply	206	556318
license	ISS	models/ISS/LICENSE	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/LICENSE	206	243
bin	ISS	models/ISS/scene.bin	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/scene.bin	206	3063556
model	ISS	models/ISS/scene.gltf	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/scene.gltf	206	248611
texture	ISS	models/ISS/textures/19_-_Default_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/19_-_Default_baseColor.png	206	1308
texture	ISS	models/ISS/textures/Default_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/Default_baseColor.png	206	681
ring-texture	ISS	models/ISS/textures/d_ring_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/d_ring_with_Tex_baseColor.png	206	10821
texture	ISS	models/ISS/textures/graple_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/graple_with_Tex_baseColor.png	206	14830
texture	ISS	models/ISS/textures/iss_dc_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/iss_dc_with_Tex_baseColor.png	206	6871
texture	ISS	models/ISS/textures/iss_dcs_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/iss_dcs_with_Tex_baseColor.png	206	11989
texture	ISS	models/ISS/textures/iss_un_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/iss_un_with_Tex_baseColor.png	206	8392
texture	ISS	models/ISS/textures/issb2_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issb2_with_Tex_baseColor.png	206	12572
texture	ISS	models/ISS/textures/issb3_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issb3_with_Tex_baseColor.png	206	8726
texture	ISS	models/ISS/textures/issb4_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issb4_with_Tex_baseColor.png	206	2296
texture	ISS	models/ISS/textures/issb_with_Tex_I_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issb_with_Tex_I_baseColor.png	206	30694
texture	ISS	models/ISS/textures/issbs_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issbs_with_Tex_baseColor.png	206	1226
texture	ISS	models/ISS/textures/issbso2_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issbso2_with_Tex_baseColor.png	206	14874
texture	ISS	models/ISS/textures/issbso_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issbso_with_Tex_baseColor.png	206	14476
texture	ISS	models/ISS/textures/isscov2_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/isscov2_with_Tex_baseColor.png	206	16972
texture	ISS	models/ISS/textures/isscover_with_Te_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/isscover_with_Te_baseColor.png	206	2070
texture	ISS	models/ISS/textures/isscup_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/isscup_with_Tex_baseColor.png	206	1425
texture	ISS	models/ISS/textures/issdish_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issdish_with_Tex_baseColor.png	206	1367
texture	ISS	models/ISS/textures/issdot_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issdot_with_Tex_baseColor.png	206	652
texture	ISS	models/ISS/textures/issesa_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issesa_with_Tex_baseColor.png	206	1217
texture	ISS	models/ISS/textures/isshand_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/isshand_with_Tex_baseColor.png	206	3430
texture	ISS	models/ISS/textures/issins_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issins_with_Tex_baseColor.png	206	11133
texture	ISS	models/ISS/textures/issku1_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issku1_with_Tex_baseColor.png	206	5959
texture	ISS	models/ISS/textures/issku2_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issku2_with_Tex_baseColor.png	206	5162
texture	ISS	models/ISS/textures/issku_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issku_with_Tex_baseColor.png	206	13339
texture	ISS	models/ISS/textures/issmb_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issmb_with_Tex_baseColor.png	206	8424
texture	ISS	models/ISS/textures/issmod_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issmod_with_Tex_baseColor.png	206	2036
texture	ISS	models/ISS/textures/issp2_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issp2_with_Tex_baseColor.png	206	1255
texture	ISS	models/ISS/textures/isspanel_with_Te_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/isspanel_with_Te_baseColor.png	206	24318
texture	ISS	models/ISS/textures/issrad_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issrad_with_Tex_baseColor.png	206	4374
texture	ISS	models/ISS/textures/issred_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issred_with_Tex_baseColor.png	206	1255
texture	ISS	models/ISS/textures/isssolar_with_Te_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/isssolar_with_Te_baseColor.png	206	10455
texture	ISS	models/ISS/textures/issusa_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issusa_with_Tex_baseColor.png	206	13339
texture	ISS	models/ISS/textures/issusaf_with_1_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issusaf_with_1_baseColor.png	206	7700
texture	ISS	models/ISS/textures/issusaf_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/issusaf_with_Tex_baseColor.png	206	7700
texture	ISS	models/ISS/textures/isszmod_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/isszmod_with_Tex_baseColor.png	206	20921
specular-map	ISS	models/ISS/textures/metalcon_with_Te_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/metalcon_with_Te_baseColor.png	206	13304
texture	ISS	models/ISS/textures/nasda_with_Tex_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/nasda_with_Tex_baseColor.png	206	1256
texture	ISS	models/ISS/textures/questcov_with_Te_baseColor.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/ISS/textures/questcov_with_Te_baseColor.png	206	14449
model	Iapetus	models/Iapetus.ply	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Iapetus.ply	206	53720610
model	Juno	models/Juno.ply	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Juno.ply	206	34423
model	Juno	models/Juno/Juno.mtl	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Juno/Juno.mtl	206	1927
model	Juno	models/Juno/Juno.obj	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Juno/Juno.obj	206	1628088
texture	Juno	models/Juno/Juno_Texture.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Juno/Juno_Texture.png	206	1101576
texture	Juno	models/Juno/Juno_Texture_Solar.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Juno/Juno_Texture_Solar.png	206	4136876
texture	Juno	models/Juno/Juno_Texture_Solar2.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Juno/Juno_Texture_Solar2.png	206	1087770
license	Juno	models/Juno/LICENSE	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Juno/LICENSE	206	193
texture	Juno	models/Juno/black_krinkle.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Juno/black_krinkle.png	206	331229
texture	Juno	models/Juno/foil_antenna.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Juno/foil_antenna.png	206	140366
texture	Juno	models/Juno/foil_gold_2.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Juno/foil_gold_2.png	206	567981
texture	Juno	models/Juno/foil_silver.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Juno/foil_silver.png	206	461497
license	Kepler	models/Kepler/LICENSE	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Kepler/LICENSE	206	207
model-source	Kepler	models/Kepler/kepler_v009.blend	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Kepler/kepler_v009.blend	206	2235352
texture	Kepler	models/Kepler/texture/Kepler_texture.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Kepler/texture/Kepler_texture.png	206	1303724
texture	Kepler	models/Kepler/texture/dish_AO.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Kepler/texture/dish_AO.png	206	91326
texture	Kepler	models/Kepler/texture/foil_gold_ramp.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Kepler/texture/foil_gold_ramp.png	206	3627
texture	Kepler	models/Kepler/texture/foil_n.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Kepler/texture/foil_n.png	206	309641
texture	Kepler	models/Kepler/texture/foil_silver_ramp.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Kepler/texture/foil_silver_ramp.png	206	3466
texture	Kepler	models/Kepler/texture/r_AO.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Kepler/texture/r_AO.png	206	199037
ring-texture	Kepler	models/Kepler/texture/ring_AO.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Kepler/texture/ring_AO.png	206	4188
ring-texture	Kepler	models/Kepler/texture/ring_AO_2.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Kepler/texture/ring_AO_2.png	206	842
license	LICENSE	models/LICENSE	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/LICENSE	206	123
license	MAVEN	models/MAVEN/LICENSE	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MAVEN/LICENSE	206	184
model-source	MAVEN	models/MAVEN/Maven.blend	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MAVEN/Maven.blend	206	5572484
texture	MAVEN	models/MAVEN/texture/AO_dish_frame.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MAVEN/texture/AO_dish_frame.png	206	4202201
texture	MAVEN	models/MAVEN/texture/AO_parts_01.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MAVEN/texture/AO_parts_01.png	206	630993
texture	MAVEN	models/MAVEN/texture/AO_parts_02.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MAVEN/texture/AO_parts_02.png	206	654310
texture	MAVEN	models/MAVEN/texture/AO_parts_03.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MAVEN/texture/AO_parts_03.png	206	262913
texture	MAVEN	models/MAVEN/texture/AO_parts_04.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MAVEN/texture/AO_parts_04.png	206	4202201
texture	MAVEN	models/MAVEN/texture/AO_parts_05.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MAVEN/texture/AO_parts_05.png	206	174939
texture	MAVEN	models/MAVEN/texture/foil_gold_ramp.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MAVEN/texture/foil_gold_ramp.png	206	3627
texture	MAVEN	models/MAVEN/texture/foil_n.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MAVEN/texture/foil_n.png	206	309641
texture	MAVEN	models/MAVEN/texture/foil_n_2.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MAVEN/texture/foil_n_2.png	206	209522
texture	MAVEN	models/MAVEN/texture/foil_silver_ramp.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MAVEN/texture/foil_silver_ramp.png	206	3466
texture	MAVEN	models/MAVEN/texture/stardust_01.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MAVEN/texture/stardust_01.png	206	996390
texture	MAVEN	models/MAVEN/texture/tex_01.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MAVEN/texture/tex_01.png	206	1012369
license	MESSENGER	models/MESSENGER/LICENSE	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MESSENGER/LICENSE	206	198
model	MESSENGER	models/MESSENGER/MESSENGER.mtl	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MESSENGER/MESSENGER.mtl	206	2738
model	MESSENGER	models/MESSENGER/MESSENGER.obj	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MESSENGER/MESSENGER.obj	206	969815
texture	MESSENGER	models/MESSENGER/texture/AO_heatshield.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MESSENGER/texture/AO_heatshield.png	206	491709
texture	MESSENGER	models/MESSENGER/texture/AO_other1.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MESSENGER/texture/AO_other1.png	206	349252
texture	MESSENGER	models/MESSENGER/texture/AO_other2.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MESSENGER/texture/AO_other2.png	206	280310
texture	MESSENGER	models/MESSENGER/texture/AO_other_b.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MESSENGER/texture/AO_other_b.png	206	368552
texture	MESSENGER	models/MESSENGER/texture/Messenger_tex.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MESSENGER/texture/Messenger_tex.png	206	810404
texture	MESSENGER	models/MESSENGER/texture/Messenger_tex_02.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MESSENGER/texture/Messenger_tex_02.png	206	506430
texture	MESSENGER	models/MESSENGER/texture/Tex_black.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MESSENGER/texture/Tex_black.png	206	760
texture	MESSENGER	models/MESSENGER/texture/Tex_dark_grey.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MESSENGER/texture/Tex_dark_grey.png	206	759
texture	MESSENGER	models/MESSENGER/texture/foil_gold_ramp.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MESSENGER/texture/foil_gold_ramp.png	206	3627
texture	MESSENGER	models/MESSENGER/texture/foil_n.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MESSENGER/texture/foil_n.png	206	309641
texture	MESSENGER	models/MESSENGER/texture/foil_silver_ramp.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/MESSENGER/texture/foil_silver_ramp.png	206	3466
model	Mimas	models/Mimas.ply	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Mimas.ply	206	3735779
model	New Horizons	models/New Horizons/NewHorizons.mtl	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/New%20Horizons/NewHorizons.mtl	206	1128
model	New Horizons	models/New Horizons/NewHorizons.obj	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/New%20Horizons/NewHorizons.obj	206	852107
model	Pallas	models/Pallas.ply	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Pallas.ply	206	15422
license	Parker Solar Probe	models/Parker Solar Probe/LICENSE	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Parker%20Solar%20Probe/LICENSE	206	162
model-source	Parker Solar Probe	models/Parker Solar Probe/ParkerSolarProbe.blend	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Parker%20Solar%20Probe/ParkerSolarProbe.blend	206	4035324
texture	Parker Solar Probe	models/Parker Solar Probe/textures/PSP_Diff.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Parker%20Solar%20Probe/textures/PSP_Diff.png	206	1493872
normal-map	Parker Solar Probe	models/Parker Solar Probe/textures/PSP_Norm.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Parker%20Solar%20Probe/textures/PSP_Norm.png	206	228488
texture	Parker Solar Probe	models/Parker Solar Probe/textures/PSP_Power.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Parker%20Solar%20Probe/textures/PSP_Power.png	206	137753
specular-map	Parker Solar Probe	models/Parker Solar Probe/textures/PSP_Spec.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Parker%20Solar%20Probe/textures/PSP_Spec.png	206	169075
texture	Parker Solar Probe	models/Parker Solar Probe/textures/foil_n.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Parker%20Solar%20Probe/textures/foil_n.png	206	309641
texture	Parker Solar Probe	models/Parker Solar Probe/textures/foil_n_2.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Parker%20Solar%20Probe/textures/foil_n_2.png	206	209522
texture	Parker Solar Probe	models/Parker Solar Probe/textures/foil_silver_ramp.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Parker%20Solar%20Probe/textures/foil_silver_ramp.png	206	3466
normal-map	Parker Solar Probe	models/Parker Solar Probe/textures/psp_solar_normals.png	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Parker%20Solar%20Probe/textures/psp_solar_normals.png	206	51340
model	Phobos	models/Phobos.ply	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Phobos.ply	206	3735779
model	Rhea	models/Rhea.ply	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Rhea.ply	206	3800228
license	Rosetta	models/Rosetta/LICENSE	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Rosetta/LICENSE	206	196
model	Rosetta	models/Rosetta/Rosetta.mtl	https://gitlab.com/Dexter9313/prograde-data/-/raw/master/solarsystem/systems/Solar%20System/models/Rosetta/Rosetta.mtl	206	3613
