body	type	dataset	role	format	url	status	bytes
Phoebe (Saturn IX)	satellite	Gaskell Phoebe Shape Model	primary	OBJ	https://sbnarchive.psi.edu/pds4/cassini/satellite-phoebe.cassini.shape-models-maps_V1_0/data/phoebe_512_o.obj	206	283484520
Prometheus (Saturn XVI)	satellite	Gaskell Phoebe Shape Model	primary	TAB	https://sbnarchive.psi.edu/pds3/non_mission/EAR_A_5_DDR_STOOKE_SHAPE_MODELS_V2_0/data/s16prometheus.tab	206	70226
Prometheus (Saturn XVI)	satellite	Gaskell Phoebe Shape Model	derived	OBJ	https://sbn.psi.edu/pds/shape-models/files/SATURN_SMALL_MOONS/prometheus_30k_plt.tab.obj	206	1188210
Prometheus (Saturn XVI)	satellite	Gaskell Phoebe Shape Model	preview	PNG	https://sbn.psi.edu/pds/shape-models/previews/prometheus_30k_plt.png	206	53190
Prometheus (Saturn XVI)	satellite	Gaskell Phoebe Shape Model	preview-ar	USDZ	https://sbn.psi.edu/pds/shape-models/files/SATURN_SMALL_MOONS/s16prometheus.tab.usdz	206	10153
Prometheus (Saturn XVI)	satellite	Gaskell Phoebe Shape Model	primary	TAB	https://sbnarchive.psi.edu/pds4/certified/saturn_satellite_shape_models_V1_0/data/prometheus_30k_plt.tab	206	2127300
Proteus (Neptune VIII)	satellite	Gaskell Phoebe Shape Model	primary	TAB	https://sbnarchive.psi.edu/pds3/non_mission/EAR_A_5_DDR_STOOKE_SHAPE_MODELS_V2_0/data/n8proteus.tab	206	70226
Telesto (Saturn XIII)	satellite	Gaskell Phoebe Shape Model	primary	TAB	https://sbnarchive.psi.edu/pds4/certified/saturn_satellite_shape_models_V1_0/data/telesto_30k_plt.tab	206	2070450
Telesto (Saturn XIII)	satellite	Gaskell Phoebe Shape Model	derived	OBJ	https://sbn.psi.edu/pds/shape-models/files/SATURN_SMALL_MOONS/telesto_30k_plt.tab.obj	206	1154776
Telesto (Saturn XIII)	satellite	Gaskell Phoebe Shape Model	derived	DSK	https://sbn.psi.edu/pds/shape-models/files/dsk/TELESTO_K30_THO_V01.BDS	206	1841152
Telesto (Saturn XIII)	satellite	Gaskell Phoebe Shape Model	preview	PNG	https://sbn.psi.edu/pds/shape-models/previews/telesto_30k_plt.png	206	72926
Telesto (Saturn XIII)	satellite	Gaskell Phoebe Shape Model	preview-ar	USDZ	https://sbn.psi.edu/pds/shape-models/files/SATURN_SMALL_MOONS/telesto_30k_plt.tab.usdz	206	298511
Tethys (Saturn III)	satellite	Gaskell Tethys Shape Model	primary	TAB	https://sbnarchive.psi.edu/pds3/multi_mission/CO_SA_ISSNA_5_TETHYSSHAPE_V1_0/data/tethys_ver512q.tab	206	269310408
Tethys (Saturn III)	satellite	Gaskell Tethys Shape Model	derived	OBJ	https://sbn.psi.edu/pds/shape-models/files/tethys/tethys_ver512q.tab.obj	206	127096359
Tethys (Saturn III)	satellite	Gaskell Tethys Shape Model	derived	DSK	https://sbn.psi.edu/pds/shape-models/files/dsk/TETHYS_M3_GAS_V01.BDS	206	112176128
Tethys (Saturn III)	satellite	Gaskell Tethys Shape Model	preview	PNG	https://sbn.psi.edu/pds/shape-models/previews/tethys.png	206	204570
Tethys (Saturn III)	satellite	Gaskell Tethys Shape Model	preview-ar	USDZ	https://sbn.psi.edu/pds/shape-models/files/tethys/tethys_ver512q.tab.usdz	206	29202576
Tethys (Saturn III)	satellite	Tethys SPC Shape Model and Assessment Products	primary	OBJ	https://sbnarchive.psi.edu/pds4/cassini/satellite-tethys.cassini.shape-models-maps/data/global/tethys_512_o.obj	206	283115640
Rhea (Saturn V)	satellite	Rhea SPC Shape Model and Assessment Products	primary	OBJ	https://sbnarchive.psi.edu/pds4/cassini/satellite-rhea.cassini.shape-models-maps/data/rhea_512_o.obj	206	283115640
Thebe (Jupiter XIV)	satellite	Rhea SPC Shape Model and Assessment Products	primary	TAB	https://sbnarchive.psi.edu/pds3/non_mission/EAR_A_5_DDR_STOOKE_SHAPE_MODELS_V2_0/data/j14thebe.tab	206	70226
