# Yale Bright Star Catalog v5 / BSC5, J2000.0 equatorial coordinates.
# Runtime subset keeps stars with visual magnitude V <= 6.70.
# Source conversion: https://github.com/brettonw/YaleBrightStarCatalog
# Original catalog: http://tdc-www.harvard.edu/catalogs/bsc5.html
# Columns: ra_deg,dec_deg,visual_magnitude,color_temperature_k
ra_deg,dec_deg,visual_magnitude,color_temperature_k
92.144167,-44.356111,6.27,14000
92.446667,-26.700833,6.27,5200
96.687083,-7.511389,6.27,10000
95.755417,-63.683056,6.27,3350
96.231667,-63.827778,6.27,18000
101.048333,53.296389,6.27,5000
104.357083,11.907500,6.27,7200
104.662500,7.621944,6.27,9250
104.665000,-55.729444,6.27,4700
105.177500,-28.489444,6.27,6750
114.069167,-8.311389,6.27,4700
114.560417,24.360278,6.27,7500
122.346250,42.430556,6.27,4550
122.176667,13.640833,6.27,7050
124.565833,54.143611,6.27,4250
135.526667,-39.402500,6.27,4850
142.259167,-1.256944,6.27,7500
142.887083,-66.719444,6.27,4850
148.764167,61.116111,6.27,5000
151.313333,-36.383889,6.27,4850
152.147917,-15.611667,6.27,10000
155.804583,-30.162222,6.27,7500
155.918333,-41.953333,6.27,5200
161.060417,19.758611,6.27,8750
161.110417,-72.443889,6.27,6600
169.299167,-38.014444,6.27,9250
169.901250,-75.142500,6.27,12000
174.634167,33.625556,6.27,4700
175.431667,55.172500,6.27,4250
177.789167,33.375000,6.27,8750
181.117083,85.587222,6.27,6600
184.829583,23.034722,6.27,8750
192.174167,48.466944,6.27,8500
204.920000,-39.748056,6.27,2900
210.550833,45.753611,6.27,4700
215.813750,1.241667,6.27,5900
216.371667,38.393056,6.27,4700
217.928333,60.225556,6.27,7500
226.557917,-36.264167,6.27,4250
231.472083,19.480833,6.27,6000
254.266667,-19.540000,6.27,18000
259.876250,-50.063333,6.27,6300
276.243750,27.395278,6.27,10000
280.558750,-81.807778,6.27,14000
277.025833,-26.757222,6.27,9250
289.118750,-69.190556,6.27,8500
288.830417,50.070833,6.27,5200
293.890000,-12.252778,6.27,5000
295.915000,57.042500,6.27,4700
303.146667,0.867500,6.27,12000
304.762500,-63.231111,6.27,5000
304.014167,38.897778,6.27,9750
305.134583,-55.050833,6.27,3500
305.420833,-49.999444,6.27,6000
307.502917,72.531667,6.27,4400
311.765000,-2.486667,6.27,4700
311.970000,52.407222,6.27,5300
317.695417,-9.353889,6.27,5000
318.370000,15.982500,6.27,8250
331.463333,48.231667,6.27,26000
332.587917,-3.894167,6.27,9750
7.235833,36.900000,6.26,5500
7.179583,-50.532778,6.26,5000
19.127917,79.910000,6.26,6750
21.174583,-44.528333,6.26,4850
28.211667,51.474722,6.26,9250
28.739583,37.128333,6.26,5000
40.860833,-66.714444,6.26,6750
43.338333,48.569444,6.26,5500
47.820000,-16.025278,6.26,5000
61.485417,-8.856111,6.26,9250
67.850000,40.010278,6.26,14000
72.029167,55.602500,6.26,7500
72.425833,-13.769722,6.26,6750
84.317500,66.696111,6.26,8000
84.042917,-28.707778,6.26,9500
96.009583,8.884722,6.26,14000
103.281667,44.839444,6.26,8000
103.509583,-50.611667,6.26,5000
104.913750,-21.603333,6.26,26000
113.306250,-40.058889,6.26,14000
121.791250,43.260278,6.26,9750
122.448750,-42.640556,6.26,16000
133.830417,-45.041667,6.26,24000
142.385000,-4.247222,6.26,5400
146.777917,-65.072500,6.26,16000
160.350833,-1.741667,6.26,4850
161.080833,-70.860000,6.26,8750
176.302500,-49.069722,6.26,4850
177.097917,-10.313333,6.26,6450
179.182917,-47.072500,6.26,6750
183.877083,-41.913056,6.26,5000
186.700833,-48.913333,6.26,5700
188.262083,10.295556,6.26,5200
188.343333,-19.791944,6.26,7200
189.981667,-66.511667,6.26,14000
191.889167,-6.301944,6.26,6450
193.554583,33.534444,6.26,8250
196.200417,-41.196667,6.26,3050
200.173333,2.941667,6.26,9250
210.903333,7.546389,6.26,5100
218.409583,79.660278,6.26,4550
238.915833,18.620556,6.26,14000
250.143750,-20.408611,6.26,5100
255.463333,-18.885556,6.26,5000
264.361667,-38.065556,6.26,5800
264.785417,2.028056,6.26,5000
270.238333,15.093333,6.26,5500
290.404583,-19.234167,6.26,20000
289.902083,54.376111,6.26,9750
295.076250,-54.417500,6.26,5000
296.142083,13.302778,6.26,12000
301.896250,-55.016389,6.26,6300
301.185833,63.890556,6.26,9500
302.837917,21.875556,6.26,28000
336.419583,18.444444,6.26,5000
346.948750,63.633333,6.26,24000
354.415833,16.825556,6.26,9750
355.362083,49.512222,6.26,9000
359.284583,-26.623611,6.26,4550
359.588333,-15.847500,6.26,5000
3.509583,33.206111,6.25,9750
19.056250,87.145278,6.25,4700
17.005417,32.012222,6.25,6750
19.542500,47.419722,6.25,5000
26.192083,57.089167,6.25,9500
36.316667,56.610000,6.25,26000
37.569167,33.833889,6.25,4850
39.276667,32.891944,6.25,6300
40.065417,6.111944,6.25,7050
41.742917,35.983611,6.25,5200
42.378333,57.084167,6.25,8750
45.467917,5.336111,6.25,5000
49.007917,34.688611,6.25,9750
48.750833,-26.100278,6.25,8750
53.655833,-9.868611,6.25,9500
56.953750,32.195000,6.25,6000
58.017917,31.168333,6.25,8750
63.457917,12.753333,6.25,5000
68.387083,18.016667,6.25,12000
70.934167,-41.064722,6.25,4550
77.741667,-2.253889,6.25,4850
81.523750,16.700278,6.25,26000
85.875833,-39.406944,6.25,7050
87.857083,32.125000,6.25,3050
89.395833,66.096111,6.25,5000
94.244583,23.740833,6.25,24000
96.374583,-35.063889,6.25,4550
118.622083,47.386111,6.25,4700
120.200000,19.816111,6.25,4850
119.211250,-59.126389,6.25,3500
131.528750,-11.006389,6.25,4250
132.634167,33.285278,6.25,6450
133.274583,59.056111,6.25,6750
134.815417,-28.806111,6.25,5200
138.810833,-45.555556,6.25,14000
143.496250,23.453889,6.25,3950
152.824167,-7.316667,6.25,9500
153.782083,59.985556,6.25,3500
153.330833,-27.028889,6.25,7750
161.570000,-60.603333,6.25,10000
171.973750,-1.700000,6.25,4700
186.186250,-41.384167,6.25,4700
189.718750,-67.193056,6.25,28000
193.457083,12.418611,6.25,8250
198.105833,80.471389,6.25,5000
214.136667,20.121389,6.25,6300
220.513333,61.261944,6.25,7200
233.018333,-38.623056,6.25,8250
235.043333,12.053056,6.25,5300
240.718333,-62.541667,6.25,12000
242.020417,17.054444,6.25,4850
243.235417,-4.220833,6.25,9750
247.761667,35.225000,6.25,4250
253.544167,-1.612222,6.25,7500
259.148333,-74.533056,6.25,10000
275.380833,-24.915000,6.25,2750
279.887917,40.935000,6.25,12000
282.404583,0.835833,6.25,9750
287.440833,65.978611,6.25,10000
288.888333,-24.179167,6.25,6150
289.136667,-33.521667,6.25,6000
291.092083,16.937778,6.25,9500
292.325000,0.246111,6.25,4700
292.695417,36.228611,6.25,12000
294.925000,-45.278056,6.25,7200
297.229583,-52.888056,6.25,4850
297.823750,9.630278,6.25,9750
306.720833,-37.403056,6.25,4700
307.031250,8.437500,6.25,5100
309.477500,18.269167,6.25,2600
314.900417,-19.035278,6.25,12000
315.792500,-27.731944,6.25,5000
315.762500,1.531944,6.25,6750
317.387500,-20.556389,6.25,7350
323.324583,45.854167,6.25,4850
324.390833,-0.390278,6.25,9500
341.367500,19.366667,6.25,5400
351.811667,1.122500,6.25,5300
352.383750,-4.532778,6.25,4550
0.432500,42.367222,6.25,12000
0.740000,-20.046111,6.25,6600
1.233333,26.648889,6.25,4400
3.733750,22.284167,6.24,9750
19.265000,-66.398056,6.24,10000
24.407083,-9.403889,6.24,6450
28.724167,40.701944,6.24,4700
38.477500,-51.093611,6.24,6600
44.103333,64.332500,6.24,4550
52.359167,46.937778,6.24,16000
67.540417,-13.592222,6.24,5500
75.500000,1.608889,6.24,14000
82.419167,29.186389,6.24,6600
83.843750,-4.425278,6.24,26000
90.729583,32.635833,6.24,6900
94.668750,9.047222,6.24,5000
95.941667,-15.071667,6.24,4700
96.367083,14.721944,6.24,4000
99.478750,73.695556,6.24,7200
98.195417,-11.166389,6.24,5100
103.343750,10.996389,6.24,5000
109.517083,30.955833,6.24,10000
111.211250,-19.012222,6.24,9500
112.712917,-5.226389,6.24,5000
115.197083,13.770833,6.24,5000
128.139583,53.114722,6.24,5000
128.340833,36.436389,6.24,6750
128.376667,-46.971111,6.24,4550
142.457917,-23.345278,6.24,5000
143.333750,-7.190000,6.24,5000
145.410417,25.912778,6.24,4700
147.625417,4.343611,6.24,6450
148.632083,-22.488333,6.24,9500
152.066250,31.604167,6.24,6900
152.485417,-12.095833,6.24,8750
160.630417,-13.975000,6.24,4700
172.948333,-20.776667,6.24,6450
186.600833,71.929722,6.24,5200
188.447500,33.384722,6.24,5000
192.581667,-48.459722,6.24,10000
193.102500,-53.829444,6.24,5200
210.982500,4.900833,6.24,6900
213.305000,-26.612222,6.24,5000
213.597917,41.518889,6.24,4550
234.047500,-33.092778,6.24,14000
236.689167,-6.120278,6.24,5000
250.297917,-1.000556,6.24,8250
262.032083,-63.036389,6.24,16000
265.516250,-50.510556,6.24,3050
265.841667,14.295000,6.24,6750
267.543750,78.306667,6.24,4250
285.407500,-22.695556,6.24,4250
298.668333,-61.170833,6.24,9000
313.645833,-50.727778,6.24,20000
353.427917,45.058056,6.24,5200
355.477083,57.260000,6.24,5200
357.381667,-15.861111,6.24,4700
358.336667,-24.229167,6.24,9250
0.857083,63.641944,6.24,24000
2.217500,25.462778,6.23,5000
5.606250,13.482500,6.23,4550
14.593333,-60.696389,6.23,8750
20.143750,-3.246944,6.23,4850
30.793750,73.850556,6.23,8750
32.854167,31.526389,6.23,9750
37.726667,17.703889,6.23,5500
54.909583,-3.393056,6.23,5500
63.395000,10.212222,6.23,14000
65.899583,42.428056,6.23,9750
66.752917,2.079444,6.23,4850
74.321667,-1.067222,6.23,7200
81.510000,-5.518333,6.23,12000
85.334583,53.481111,6.23,4850
91.391667,33.599167,6.23,12000
97.116667,16.238333,6.23,5500
104.426667,-27.537500,6.23,26000
104.323333,-35.507500,6.23,6300
107.538750,-18.685278,6.23,7500
110.577083,-2.978889,6.23,6750
117.369167,-13.353333,6.23,14000
118.920000,35.412778,6.23,9250
121.614583,-9.245000,6.23,12000
122.745000,14.629444,6.23,9750
133.119167,28.259167,6.23,3050
146.378333,78.134722,6.23,4700
158.553750,-60.987778,6.23,4700
165.601667,-26.831389,6.23,7350
181.486250,-35.693889,6.23,14000
181.582500,-68.650833,6.23,5700
182.880833,-51.359444,6.23,5400
184.631667,30.249167,6.23,7750
205.162917,28.065278,6.23,4550
210.293750,27.386667,6.23,8250
222.278750,-56.667778,6.23,4850
235.242917,-47.735556,6.23,4250
245.662083,-2.079722,6.23,12000
250.764167,-46.070556,6.23,6750
266.417917,31.504722,6.23,10000
280.465000,-23.833333,6.23,8750
281.230833,54.896667,6.23,5500
285.536250,-41.910000,6.23,10000
287.015000,21.698889,6.23,7050
295.489583,40.253889,6.23,8500
298.090833,18.671944,6.23,39000
305.063333,39.403333,6.23,9750
314.070833,56.887500,6.23,26000
333.660833,-41.381667,6.23,5500
338.970417,-57.883611,6.23,8750
339.592500,-7.897778,6.23,6000
355.169167,36.720833,6.23,7350
13.101250,-69.504444,6.22,6450
23.943333,14.661389,6.22,12000
35.740833,-18.354444,6.22,5500
41.085417,-32.525000,6.22,9750
44.210833,51.260833,6.22,4250
58.304167,-18.434444,6.22,4250
64.534167,42.141111,6.22,12000
69.846250,25.218333,6.22,8750
75.204167,-5.753333,6.22,4550
82.837083,-6.708333,6.22,26000
83.516250,-1.035556,6.22,26000
85.155417,-2.825000,6.22,28000
86.769583,-28.639167,6.22,20000
89.475833,1.224444,6.22,3500
90.079167,44.591944,6.22,4700
89.548750,-0.994167,6.22,5000
90.073750,-12.899722,6.22,7500
94.782917,-8.586389,6.22,12000
96.985833,20.496111,6.22,9500
104.674167,-45.768056,6.22,10000
112.197083,15.109444,6.22,12000
119.333333,-47.890278,6.22,20000
120.461250,8.913889,6.22,6000
130.750833,46.901111,6.22,5200
146.480833,-58.794167,6.22,6750
154.012917,-59.903333,6.22,8750
174.600417,-2.436111,6.22,5100
175.514583,-20.293889,6.22,5000
179.221667,61.549167,6.22,5200
180.715000,-7.683611,6.22,4250
182.102500,-60.847222,6.22,4550
183.570000,-64.408611,6.22,28000
184.097917,-72.614722,6.22,10000
186.965000,-4.615278,6.22,8000
187.106250,-61.795278,6.22,4700
188.870833,-61.841944,6.22,5700
198.212083,-42.699722,6.22,5000
200.786250,-33.190000,6.22,3350
214.265833,-18.585278,6.22,5500
215.778333,25.338056,6.22,6750
220.482083,-58.616111,6.22,6900
225.492083,-34.358889,6.22,8000
232.651250,-20.728333,6.22,8750
232.930833,-20.164722,6.22,8000
233.040417,16.056111,6.22,12000
258.082500,-70.721111,6.22,4850
267.084167,3.804167,6.22,12000
275.762083,16.688056,6.22,5000
278.253750,-39.892222,6.22,6750
278.630000,-52.891944,6.22,4700
281.348750,-56.881667,6.22,4550
284.094583,-1.800000,6.22,12000
283.442917,57.486944,6.22,4250
284.694167,40.679167,6.22,24000
283.388333,75.787500,6.22,9750
289.755000,37.445278,6.22,10000
295.810833,58.016389,6.22,6000
303.099583,-42.780556,6.22,4850
302.764583,21.134722,6.22,5000
304.381250,29.148056,6.22,5100
306.596667,17.315556,6.22,5000
309.964167,-62.907778,6.22,4850
309.326250,0.096944,6.22,14000
309.805000,-2.412778,6.22,16000
310.492500,17.521389,6.22,5200
325.806250,-19.620833,6.22,9250
329.729167,-4.373056,6.22,4700
335.975833,38.573611,6.22,6750
0.330417,49.981667,6.22,5300
7.729167,77.019444,6.21,5000
12.890417,51.571111,6.21,12000
14.053750,57.996667,6.21,4550
15.678750,-65.456111,6.21,3200
21.010417,-8.007500,6.21,7500
26.074583,57.536389,6.21,9250
30.927500,18.253333,6.21,4400
34.795417,46.472500,6.21,9000
38.417500,-20.001944,6.21,5000
39.653750,3.443056,6.21,5100
43.527083,-50.871389,6.21,4400
56.956667,-36.105833,6.21,14000
67.659583,32.458056,6.21,12000
67.857917,-13.645000,6.21,9250
78.499583,-14.606667,6.21,7200
82.582500,4.204167,6.21,4700
85.831250,23.204167,6.21,26000
85.422917,-16.725556,6.21,24000
99.658750,1.613611,6.21,33000
101.550417,-37.775556,6.21,22000
103.675417,-1.756389,6.21,24000
103.480417,-24.539167,6.21,9750
107.334583,-10.347222,6.21,42000
113.342083,-14.338333,6.21,28000
115.842500,22.399444,6.21,5000
115.722083,-58.230000,6.21,5000
121.404167,27.529722,6.21,10000
123.968750,-30.925833,6.21,5500
131.599167,-41.125556,6.21,12000
131.272083,-58.725000,6.21,16000
149.775417,-23.950278,6.21,22000
151.697500,5.611389,6.21,4850
161.265000,-59.684167,6.21,5928
168.725000,-43.734167,6.21,4400
170.224167,67.100556,6.21,5200
174.962917,-14.468611,6.21,9750
179.265417,-33.315278,6.21,10000
185.116667,-65.842778,6.21,12000
187.512083,51.535556,6.21,6600
187.708750,53.076667,6.21,6300
200.374583,-19.488889,6.21,9500
205.065000,31.011944,6.21,5500
206.190417,-25.500833,6.21,5000
215.856667,-11.714167,6.21,5300
238.876667,-31.083611,6.21,4400
240.223750,-40.435278,6.21,10000
240.977917,-24.726389,6.21,5000
243.104583,67.144167,6.21,5200
255.417500,75.297222,6.21,7500
258.964583,-30.210556,6.21,12000
261.154583,-18.445833,6.21,12000
261.758750,-12.512500,6.21,6450
268.161667,-6.143611,6.21,6300
270.000417,-20.339167,6.21,5000
270.625417,22.923056,6.21,24000
270.787500,48.464444,6.21,9500
278.971667,16.975556,6.21,5800
282.011250,4.241389,6.21,4250
284.599167,6.240278,6.21,6750
297.590417,-61.061389,6.21,20000
301.339583,56.341389,6.21,6900
304.871667,13.216944,6.21,3350
307.070000,2.936944,6.21,5200
312.335417,-18.035833,6.21,4550
312.496250,5.544722,6.21,5000
315.140833,-4.730278,6.21,5900
318.811250,-40.506389,6.21,4700
324.998750,-52.359167,6.21,6450
326.769583,17.194167,6.21,7050
333.999167,8.549444,6.21,9750
339.945833,19.681111,6.21,9500
342.542500,50.676944,6.21,5600
345.157917,0.185833,6.21,5600
345.348333,-7.061111,6.21,4250
346.988333,64.222500,6.21,5000
358.782500,7.071111,6.21,12000
13.811250,24.556944,6.20,2900
20.654167,1.726389,6.20,4250
22.095417,7.961389,6.20,4850
50.824167,-7.794167,6.20,5800
53.486667,-31.080278,6.20,6750
76.706667,43.174722,6.20,7200
78.684583,53.213889,6.20,10000
88.231250,68.471389,6.20,5100
82.557917,-84.785000,6.20,12000
90.640833,-14.497222,6.20,5500
97.792083,16.938611,6.20,4700
97.749167,-40.916389,6.20,4550
101.847917,18.193333,6.20,9500
122.292500,-35.455000,6.20,5200
123.055417,17.647778,6.20,5500
132.205833,66.708056,6.20,14000
135.297500,-26.663889,6.20,4850
141.618750,-40.501944,6.20,8250
149.248750,-69.101944,6.20,24000
150.418750,-53.364444,6.20,26000
150.491667,-57.349722,6.20,4850
157.744583,-7.637500,6.20,4250
163.675833,25.490833,6.20,8000
164.986667,77.770000,6.20,5100
172.937083,14.364444,6.20,6000
188.994167,-20.527222,6.20,7500
195.161667,18.373056,6.20,6600
199.119167,68.408056,6.20,12000
202.193333,-69.628056,6.20,8750
209.630000,-65.800556,6.20,5000
210.632500,9.686389,6.20,6300
211.545417,-43.091944,6.20,5200
214.337917,51.307222,6.20,9500
219.249167,-12.305278,6.20,6750
224.983333,-75.032500,6.20,12000
228.398333,38.264722,6.20,4700
229.881667,-37.096667,6.20,5400
230.397083,-40.749722,6.20,9750
250.939583,-41.118889,6.20,9000
268.219583,-41.996667,6.20,6300
268.725000,-24.887222,6.20,39000
276.985417,-17.800000,6.20,14000
279.190000,43.221944,6.20,7500
295.180833,-16.293333,6.20,4700
294.893333,45.958056,6.20,5200
295.466667,50.517500,6.20,5800
297.830833,47.377222,6.20,7200
300.313750,37.098889,6.20,5000
299.902500,76.481389,6.20,3050
305.731250,42.983333,6.20,5000
309.348333,38.328611,6.20,5000
317.836250,-72.544167,6.20,4850
324.512083,-64.824167,6.20,10000
324.366250,44.696667,6.20,8250
325.180417,54.872222,6.20,5000
328.649583,-3.301111,6.20,6750
345.377917,57.105556,6.20,4850
351.787917,-50.157222,6.20,12000
1.825833,-17.386389,6.19,8500
2.170833,36.626667,6.19,6300
6.655833,-0.049722,6.19,5200
7.615833,-40.939444,6.19,7200
16.115000,29.658611,6.19,6450
18.247917,30.064167,6.19,5100
25.978333,-4.765556,6.19,5000
37.306667,23.468889,6.19,8750
45.538750,-6.494722,6.19,6000
46.962083,-27.831111,6.19,8750
54.855833,-10.437222,6.19,5500
59.157917,-9.750833,6.19,7350
65.741250,59.616389,6.19,9000
71.607500,-28.087500,6.19,9250
75.710000,66.822778,6.19,6600
76.090000,21.278056,6.19,5000
82.566250,-63.927778,6.19,7500
84.472500,-4.813611,6.19,26000
85.548333,-30.535556,6.19,10000
95.900000,-9.874444,6.19,4250
98.358750,-52.328889,6.19,5200
100.807500,37.146944,6.19,5000
100.777083,3.033333,6.19,5000
111.071667,-22.912778,6.19,14000
114.635833,-38.781111,6.19,5200
115.772500,0.189444,6.19,5000
121.335000,-46.978889,6.19,24000
128.270000,-24.606389,6.19,8000
129.362917,-4.933611,6.19,5000
134.425000,9.387778,6.19,5200
142.317917,-38.403889,6.19,8250
144.192917,-52.944167,6.19,5000
150.749583,-60.178611,6.19,8500
153.837083,-36.518056,6.19,5000
156.184583,-73.971667,6.19,9500
157.536250,-66.985000,6.19,22000
164.807500,-84.593889,6.19,9750
174.960000,-16.620278,6.19,3050
185.545000,24.773889,6.19,10000
187.911250,-5.052500,6.19,5100
190.393333,10.426389,6.19,8250
196.973333,27.555833,6.19,4400
198.790417,-36.371111,6.19,4850
199.644167,-51.286111,6.19,10000
206.396250,-15.767500,6.19,9500
208.467500,-35.314444,6.19,4850
208.742500,-8.058889,6.19,6300
214.920417,0.384167,6.19,8250
216.076250,8.085000,6.19,4400
230.173333,44.434167,6.19,7050
234.368750,-26.280000,6.19,16000
238.345000,-62.606944,6.19,4550
237.910000,-14.133611,6.19,5200
240.788750,59.410833,6.19,3350
242.382083,-32.649722,6.19,5000
254.358750,-10.963333,6.19,5200
256.452500,-44.105000,6.19,9000
257.763333,24.237778,6.19,8000
261.275833,-24.243611,6.19,4850
261.734583,-51.949167,6.19,14000
265.049167,-2.152500,6.19,4700
266.072083,14.410278,6.19,9250
274.350000,-28.652500,6.19,8750
283.260417,-48.360000,6.19,9500
283.248333,-46.585833,6.19,9750
289.450833,2.031667,6.19,9750
291.357500,24.912778,6.19,6450
301.290833,38.478333,6.19,5500
307.746667,36.935833,6.19,6750
308.884167,-16.525833,6.19,8250
307.262917,83.625556,6.19,9250
315.600417,44.791111,6.19,2900
319.346667,42.683333,6.19,16000
329.058333,-57.899444,6.19,8750
331.551667,45.248611,6.19,9250
342.125833,-10.555556,6.19,7750
342.252917,68.570278,6.19,6750
343.642083,-7.204722,6.19,4550
351.032500,-18.687500,6.19,5200
0.128750,59.559722,6.19,5100
1.708750,-23.107500,6.18,8250
7.855417,66.519444,6.18,18000
21.398750,23.511667,6.18,6750
24.186667,-58.270833,6.18,3050
26.820000,-41.760000,6.18,4250
36.140833,-40.840556,6.18,5800
36.779167,27.013333,6.18,4250
38.767083,7.471389,6.18,5400
39.574167,37.726667,6.18,6600
42.231250,69.634167,6.18,9250
62.343333,54.828889,6.18,6750
79.668333,40.465000,6.18,5000
80.235833,19.814167,6.18,5000
83.411667,20.474167,6.18,18000
86.804167,-54.360833,6.18,4550
92.932083,-4.665556,6.18,12000
99.502500,-61.533056,6.18,5900
115.348333,-22.337222,6.18,3350
114.017500,-77.634167,6.18,3500
117.140000,23.141111,6.18,5800
116.054167,-69.821389,6.18,10000
117.697500,3.277222,6.18,4850
125.054583,-0.909444,6.18,6150
127.832917,37.265833,6.18,10000
134.916250,-19.208056,6.18,6600
142.692083,-31.889444,6.18,10000
143.376250,36.486944,6.18,4400
156.321667,-42.468056,6.18,5200
200.145417,-59.773333,6.18,7050
200.648750,-60.972222,6.18,26000
207.527083,-29.081389,6.18,10000
210.757083,-31.683889,6.18,6300
222.750417,-0.257222,6.18,4550
229.672083,-31.209444,6.18,5400
234.826250,-77.918056,6.18,4700
236.973333,-65.442500,6.18,8750
244.230417,-3.953333,6.18,7750
249.719583,-60.990278,6.18,16000
250.210417,-60.446111,6.18,7200
266.940000,-22.478056,6.18,5400
268.265000,-10.899722,6.18,4850
274.917500,-63.886944,6.18,6150
282.899583,28.783611,6.18,4850
287.846250,40.429167,6.18,9250
294.607917,-57.983333,6.18,5000
296.645833,32.888611,6.18,4550
298.573750,-23.941111,6.18,4700
302.130417,-10.062778,6.18,12000
305.126667,53.596111,6.18,4400
307.742083,20.605833,6.18,9750
307.837917,52.309722,6.18,5000
324.734167,-79.442500,6.18,6900
324.432083,6.618333,6.18,9500
329.259167,-37.746944,6.18,7350
332.579167,19.616944,6.18,6000
344.419583,39.308889,6.18,26000
352.252500,-9.266111,6.18,5000
353.694583,38.023889,6.18,3950
3.742500,-34.904444,6.17,4550
4.448750,1.688889,6.17,5000
10.629583,58.753333,6.17,12000
22.912917,-45.575556,6.17,9500
25.326667,25.745833,6.17,7200
25.363750,-38.133056,6.17,7200
49.003750,-5.918611,6.17,12000
53.534583,17.832778,6.17,4850
57.431250,23.711667,6.17,14000
61.662500,65.520833,6.17,9250
65.220000,13.864167,6.17,6600
76.348750,1.177500,6.17,3600
76.909583,9.471944,6.17,5900
78.263333,61.850000,6.17,9500
84.932083,75.043889,6.17,3500
86.781667,-16.237778,6.17,5800
87.869167,-22.926111,6.17,5000
92.400833,-5.711111,6.17,7050
99.417917,2.704167,6.17,4850
105.470417,-1.345556,6.17,5500
114.799583,24.222500,6.17,9500
114.975417,32.009722,6.17,6600
119.099583,4.485833,6.17,5200
132.590000,-28.618056,6.17,12000
134.284167,17.143889,6.17,4850
136.749583,1.462778,6.17,3350
144.105417,-48.751389,6.17,8750
146.825000,79.136667,6.17,7500
146.152917,64.983889,6.17,7050
164.824583,51.882222,6.17,5000
174.540833,8.884167,6.17,4850
176.779167,-35.906944,6.17,5200
178.361667,-35.066667,6.17,9500
179.764167,0.530556,6.17,4700
180.077500,80.853056,6.17,3200
182.510417,-34.705000,6.17,10000
183.195000,-70.151944,6.17,6600
193.972083,-15.326944,6.17,10000
202.500417,7.178889,6.17,4250
211.443750,-54.669444,6.17,8750
212.216250,-43.471111,6.17,12000
216.851667,-6.120278,6.17,9500
226.986667,-65.275556,6.17,4550
226.612917,-22.031944,6.17,4850
228.640417,-17.768611,6.17,12000
227.683750,67.781389,6.17,8000
230.223750,-18.158611,6.17,5200
256.172083,19.599167,6.17,12000
259.059167,2.186111,6.17,9500
263.102083,-34.279722,6.17,7200
263.382083,57.558889,6.17,5500
266.141667,2.579444,6.17,9750
267.681250,11.946667,6.17,4850
268.331667,-34.730556,6.17,14000
276.038333,83.175278,6.17,9500
281.672500,18.705833,6.17,4250
291.089167,-43.723056,6.17,3350
300.105417,-49.351111,6.17,5000
299.844583,1.377778,6.17,5200
306.226667,-83.310556,6.17,8750
305.717917,14.551389,6.17,6300
316.935833,-17.455278,6.17,10000
318.542917,29.901111,6.17,5400
325.535000,45.765833,6.17,2900
326.908750,-5.917222,6.17,8250
327.329167,61.272778,6.17,3350
327.770417,39.536667,6.17,12000
333.239583,-26.327778,6.17,9250
334.249167,-23.140000,6.17,5500
334.734167,37.769444,6.17,7750
335.232500,8.186667,6.17,6600
340.592083,-29.360833,6.17,2750
347.955000,26.847222,6.17,5200
350.170417,-5.908056,6.17,5000
352.530833,49.133056,6.17,4550
356.120417,-26.246389,6.17,6900
2.996250,48.152500,6.16,4400
13.573333,-8.740833,6.16,5500
28.960417,-78.348333,6.16,6750
49.019583,45.345833,6.16,3200
48.408333,-29.804167,6.16,4850
54.857083,16.536667,6.16,5000
59.360000,24.461944,6.16,5000
65.041667,31.953333,6.16,4250
67.333333,-46.515278,6.16,4850
81.445833,0.520833,6.16,26000
81.807500,15.257778,6.16,9750
84.318750,-27.871389,6.16,7500
94.523333,14.382778,6.16,9250
97.312083,2.646111,6.16,3350
97.644583,-13.148056,6.16,28000
107.151250,37.445000,6.16,4850
108.030833,5.474722,6.16,5000
117.730000,-11.128611,6.16,5000
123.995417,-35.902778,6.16,4700
124.346250,-16.285000,6.16,9500
125.350833,-39.620833,6.16,9250
132.687917,18.832222,6.16,9500
140.363333,32.901944,6.16,4550
153.095833,-52.163333,6.16,4700
153.819167,-54.974167,6.16,26000
164.808333,-61.320278,6.16,14000
173.097083,-26.746667,6.16,3350
180.370833,-57.503611,6.16,10000
183.680833,53.434722,6.16,5000
191.257083,-68.831111,6.16,6600
198.233333,-59.816667,6.16,6000
198.489583,-43.138889,6.16,4400
200.719583,-47.943056,6.16,9000
203.022083,-38.399167,6.16,4850
205.552917,8.388333,6.16,7050
208.958333,14.056389,6.16,6600
222.277917,37.811111,6.16,7200
226.917917,5.498056,6.16,5000
241.850000,-56.191389,6.16,7200
249.229167,63.072778,6.16,4250
250.743333,55.690278,6.16,9500
261.261250,-34.696389,6.16,10000
272.730000,-33.799722,6.16,28000
274.400417,-34.107222,6.16,24000
275.500833,-28.430000,6.16,9250
286.718750,-37.810278,6.16,5500
288.997500,27.926944,6.16,6600
295.906667,-37.538889,6.16,14000
295.171667,43.077778,6.16,3200
301.120000,48.229722,6.16,9500
307.380417,-22.391667,6.16,3350
314.628333,41.940278,6.16,16000
322.864583,52.620000,6.16,5800
324.687500,25.498889,6.16,5100
327.924167,-18.623056,6.16,7500
335.750833,57.284444,6.16,14000
337.826667,-2.911111,6.16,5000
344.564583,-2.395278,6.16,5200
4.090000,43.594722,6.15,9500
11.350417,-4.629167,6.15,3500
