hostname,pl_name,sy_dist,ra,dec,st_mass,st_rad,st_teff,pl_orbsmax,pl_orbper,pl_orbeccen,pl_orbincl,pl_orblper,pl_bmasse,pl_rade
"GJ 367","GJ 367 d",9.41263000,146.1214640,-45.7790165,0.455000,0.458000,3522.00,,34.36900000000,0.140000,,-126.0000,6.03000000,2.33000000
"TOI-6109","TOI-6109 b",151.73800000,50.1319206,42.6069564,1.030000,1.021000,5660.00,0.0599000000,5.69047600000,,85.69090,,21.10000000,4.87040000
"TOI-199","TOI-199 c",102.27000000,80.1058735,-59.8954326,0.936000,0.820000,5255.00,0.8070000000,273.69000000000,0.096000,90.00000,8.0000,88.99195396,11.40000000
"AU Mic","AU Mic e",9.72210000,311.2911369,-31.3424500,0.600000,0.820000,3665.00,,33.11000000000,,,,21.10000000,4.87000000
"AU Mic","AU Mic d",9.72210000,311.2911369,-31.3424500,0.510000,0.744000,3678.00,,12.73596000000,0.003050,89.31812,160.7894,1.05300000,1.02000000
"GJ 806","GJ 806 b",12.04450000,311.2697002,44.5002351,0.413000,0.414400,3600.00,0.0140600000,0.92632370000,,87.70000,,1.90000000,1.33100000
"GJ 806","GJ 806 c",12.04450000,311.2697002,44.5002351,0.413000,0.414400,3600.00,0.0523000000,6.64064000000,,,,5.80000000,2.28000000
"HD 110067","HD 110067 b",32.15850000,189.8392243,20.0273377,0.798000,0.788000,5266.00,0.0793000000,9.11367800000,,89.06100,,5.69000000,2.20000000
"HD 110067","HD 110067 c",32.15850000,189.8392243,20.0273377,0.798000,0.788000,5266.00,0.1039000000,13.67369400000,,89.68700,,6.30000000,2.38800000
"HD 110067","HD 110067 d",32.15850000,189.8392243,20.0273377,0.798000,0.788000,5266.00,0.1362000000,20.51961700000,,89.24800,,8.52000000,2.85200000
"HD 110067","HD 110067 e",32.15850000,189.8392243,20.0273377,0.798000,0.788000,5266.00,0.1785000000,30.79309100000,,89.86700,,3.90000000,1.94000000
"HD 110067","HD 110067 f",32.15850000,189.8392243,20.0273377,0.798000,0.788000,5266.00,0.2163000000,41.05854000000,,89.67300,,5.04000000,2.60100000
"HD 110067","HD 110067 g",32.15850000,189.8392243,20.0273377,0.798000,0.788000,5266.00,0.2621000000,54.76992000000,,89.72900,,8.40000000,2.60700000
"GJ 341","GJ 341 b",10.45400000,140.3993759,-60.2811692,0.480000,0.506600,3770.00,,7.57686000000,0.000000,89.24000,,4.00000000,0.88000000
"TOI-6894","TOI-6894 b",73.81310000,173.4691418,12.4510906,0.207000,0.227600,3007.00,0.0260400000,3.37077196000,0.029000,89.58000,,53.39517238,9.58367850
"IRAS 04125+2902","IRAS 04125+2902 b",159.24400000,63.9283394,29.1665420,0.700000,1.450000,4080.00,0.0770000000,8.83497800000,,88.30000,,80.80000000,10.73820351
"HIP 67522","HIP 67522 c",127.28000000,207.5260010,-40.8358961,1.220000,1.380000,5675.00,0.1228000000,14.33489200000,0.077000,89.20000,186.6000,48.30000000,7.93595834
"Kepler-51","Kepler-51 e",783.83100000,296.4797624,49.9376486,0.960000,0.870000,5674.00,,264.28400000000,0.020000,,,5.40000000,2.18000000
"BD+05 4868 A","BD+05 4868 A b",43.56870000,326.8614036,6.6053185,0.700000,0.690000,4596.00,0.0208000000,1.27186900000,,,,6.20000000,
"TOI-771","TOI-771 c",25.27880000,164.1138903,-72.9851736,0.220000,0.232000,3370.00,0.0460000000,7.61000000000,0.065000,,-82.0000,2.87000000,1.50000000
"TOI-2076","TOI-2076 e",41.90910000,217.3920159,39.7903991,0.849000,0.758000,5187.00,0.0386300000,3.02237530000,0.000000,89.46000,,4.70000000,1.30100000
"L 98-59","L 98-59 f",10.61940000,124.5328604,-68.3144658,0.292300,0.315500,3415.00,0.1052000000,23.06400000000,0.044000,74.00000,4.0000,2.80000000,1.48000000
"HIP 41378","HIP 41378 g",106.28900000,126.6158279,10.0803708,1.220000,1.300000,6290.00,,63.19000000000,0.055000,95.00000,205.0000,6.81000000,2.50000000
"55 Cnc B","55 Cnc B b",12.47730000,133.1679080,28.3152863,0.260000,0.274000,3286.00,0.0440000000,6.79940000000,0.000000,,,3.50000000,1.69000000
"55 Cnc B","55 Cnc B c",12.47730000,133.1679080,28.3152863,0.260000,0.274000,3286.00,0.1300000000,33.74700000000,0.000000,,,5.30000000,2.16000000
"GJ 3090","GJ 3090 c",22.47510000,20.4384281,-46.7147234,0.519000,0.516000,3707.00,0.0997000000,15.94070000000,0.000000,,90.0000,10.00000000,3.14000000
"TOI-4336 A","TOI-4336 A c",22.54550000,206.1070129,-40.3373505,0.306000,0.326000,3307.00,0.0509200000,7.58726600000,0.000000,89.64000,90.0000,1.55000000,1.25100000
"TOI-260","TOI-260 b",20.18520000,4.7730178,-9.9661505,0.616000,0.607000,4026.00,0.0943000000,13.47585300000,0.000000,88.84000,90.0000,4.23000000,1.71000000
"HD 278555","HD 278555 b",289.82900000,50.3680468,32.9138110,1.255000,1.624000,6047.00,0.1985000000,28.84243800000,0.085000,,116.0000,266.97586188,11.02963701
"Kepler-12","Kepler-12 b",881.38600000,286.2434458,50.0403671,1.166000,1.483000,5947.00,0.0553000000,4.43796290000,0.000000,88.79600,182.0000,137.30256000,19.66058600
"KOI-94","KOI-94 b",477.05200000,297.3330716,41.8911186,1.277000,1.520000,6182.00,0.0511900000,3.74320800000,0.250000,89.30000,,10.50000000,1.71000000
"Kepler-167","Kepler-167 d",341.90800000,292.6585253,38.3455558,0.777000,0.749000,4884.00,0.1404000000,21.80379000000,0.000000,89.26000,,2.06000000,1.23800000
"Kepler-51","Kepler-51 d",783.83100000,296.4797624,49.9376486,1.040000,0.940000,6018.00,0.5090000000,130.19400000000,0.008000,89.91000,-12.6000,7.60000000,9.70000000
"Kepler-51","Kepler-51 c",783.83100000,296.4797624,49.9376486,1.040000,0.940000,6018.00,0.3840000000,85.31200000000,0.014000,89.44000,-16.7000,4.00000000,9.00000000
"Kepler-51","Kepler-51 b",783.83100000,296.4797624,49.9376486,1.040000,0.940000,6018.00,0.2514000000,45.15400000000,0.040000,89.78000,53.3000,2.10000000,7.10000000
"Kepler-167","Kepler-167 b",341.90800000,292.6585253,38.3455558,0.777000,0.749000,4884.00,0.0482500000,4.39315390000,0.000000,88.30000,,3.60000000,1.71800000
"KOI-94","KOI-94 c",477.05200000,297.3330716,41.8911186,1.277000,1.520000,6182.00,0.1013000000,10.42364800000,0.430000,88.36000,,15.60000000,4.32000000
"KOI-94","KOI-94 e",477.05200000,297.3330716,41.8911186,1.277000,1.520000,6182.00,0.3046000000,54.32031000000,0.019000,89.76000,,35.00000000,6.56000000
"PH2","PH2 b",343.86300000,289.7636212,51.9626830,0.966000,0.949000,5734.00,0.8330000000,282.52542000000,0.215000,89.89800,24.0000,87.08498352,9.33708092
"K2-33","K2-33 b",139.26800000,242.5613635,-19.3193831,0.560000,1.050000,3540.00,0.0409000000,5.42486500000,0.000000,89.10000,0.0000,1175.97100000,5.04000000
"HAT-P-11","HAT-P-11 b",37.76470000,297.7101763,48.0818635,0.811000,0.683000,4653.00,0.0525800000,4.88800000000,0.251000,89.02700,28.0000,25.00000000,4.36000000
"K2-136","K2-136 b",59.24740000,67.4128615,22.8825674,0.742000,0.677000,4500.00,0.0707000000,7.97525000000,0.140000,89.20000,189.0000,4.30000000,1.01400000
"HAT-P-52","HAT-P-52 b",361.15500000,42.7217412,29.0222492,0.887000,0.893000,5131.00,0.0369400000,2.75359530000,0.047000,87.02000,,259.98494000,11.30988100
"TOI-4747","TOI-4747 b",304.61500000,86.4276650,-45.0292291,1.010000,0.988751,5595.08,,5.21924158592,,88.42032,,14.80000000,3.95803201
"Kepler-891","Kepler-891 b",2340.58000000,291.0837644,40.3552252,1.060000,1.070000,5887.00,0.2881000000,53.44945593000,0.000000,89.93000,,33.60000000,6.41000000
"Kepler-1159","Kepler-1159 b",1213.71000000,294.2663250,45.2042317,1.190000,1.280000,6217.00,0.1603000000,22.70816791000,0.000000,89.96000,,6.21000000,2.37000000
"HATS-18","HATS-18 b",624.36800000,173.9574203,-29.1560639,1.037000,1.020000,5600.00,0.0174000000,0.83784000000,0.166000,85.29000,,629.14448500,14.89676100
"GJ 676 A","GJ 676 A e",16.02720000,262.5448903,-51.6377777,0.626000,0.690000,3734.00,0.1810000000,35.47358000000,0.152000,,117.5230,6.67439655,2.47000000
"Kepler-48","Kepler-48 c",306.73800000,299.1393094,40.9489390,0.880000,0.890000,5194.00,0.0863300000,9.67395000000,0.000000,89.51000,,14.61000000,2.71000000
"Kepler-889","Kepler-889 b",598.31300000,291.4674540,50.7595597,1.140000,1.250000,5961.00,0.0497500000,3.74443900000,0.000000,89.01000,,1.32000000,1.09000000
"HR 2562","HR 2562 b",34.00710000,102.5042716,-60.2486775,1.300000,1.334000,6597.00,22.2000000000,,0.340000,86.70000,37.0000,6992.22495400,12.44199000
"Kepler-1804","Kepler-1804 b",434.45600000,301.3428675,44.6721750,0.929000,1.671000,5109.00,0.1017000000,12.28849983000,0.000000,88.64000,,3.18000000,1.59615726
"Kepler-1188","Kepler-1188 b",1717.48000000,283.1038438,43.1480487,1.040000,1.060000,5913.00,0.1350000000,17.13695430000,0.000000,89.92000,,4.98000000,2.08000000
"HD 21411","HD 21411 b",29.13280000,51.5474155,-30.6168403,0.890000,0.825605,5605.00,0.3620000000,84.28800000000,0.400000,,332.4200,65.90000000,9.52000000
"Kepler-1281","Kepler-1281 b",1090.00000000,295.3543571,48.5153932,0.870000,0.830000,5353.00,0.0415000000,3.11602791000,0.000000,89.17000,,3.33000000,1.64000000
"Kepler-128","Kepler-128 b",396.37900000,282.4922622,43.9802442,1.184000,1.659000,6072.00,0.1254500000,15.00000000000,0.000000,89.96000,,3.79000000,1.42100000
"Kepler-1693","Kepler-1693 b",760.06500000,290.2015581,48.1857799,0.950000,0.878295,5432.34,0.1011000000,12.09990000000,0.000000,89.69000,,2.21000000,1.28938413
"Kepler-104","Kepler-104 b",400.78500000,287.6046621,42.1665104,0.818000,1.349000,5711.00,0.0940000000,11.42754800000,0.000000,87.76000,,19.60000000,3.10000000
"Kepler-1849","Kepler-1849 b",631.88400000,285.2919300,41.2557275,0.709000,0.729000,4806.00,0.2597000000,57.29290009000,0.000000,89.99000,,6.29000000,2.38685349
"Kepler-1036","Kepler-1036 b",489.43500000,295.1817093,49.9458172,0.950000,0.890000,5533.00,0.4772600000,122.88080580000,0.000000,89.24000,,9.32000000,3.01000000
"Kepler-419","Kepler-419 c",1011.36000000,295.4179125,51.1847629,1.390000,1.740000,6430.00,1.6800000000,675.47000000000,0.184000,88.00000,275.3000,2320.10000000,12.60000000
"2MASS J22362452+4751425","2MASS J22362452+4751425 b",69.57370000,339.1025931,47.8616830,0.600000,0.641152,4045.00,230.0000000000,,,,,3972.87500000,12.30000000
"Kepler-1191","Kepler-1191 b",955.53600000,291.6577923,48.0092619,0.850000,0.810000,5308.00,0.0587000000,5.60014851000,0.000000,89.84000,,2.89000000,1.51000000
"Kepler-511","Kepler-511 c",651.99900000,282.9455384,47.5749181,0.958000,1.417000,5866.00,0.1717700000,26.62949944000,0.000000,89.97000,,16.50000000,4.20964327
"XO-5","XO-5 b",276.21100000,116.7163868,39.0944695,1.040000,1.130000,5430.00,0.0515000000,4.18775580000,0.000000,86.80000,331.0100,378.20000000,12.78000000
"Kepler-1825","Kepler-1825 b",430.25400000,292.5140647,42.6517554,0.828000,0.847000,5123.00,0.0187000000,1.02586996600,0.000000,83.02000,,2.61000000,1.42200732
"Kepler-1074","Kepler-1074 b",250.81700000,284.4766869,46.2526781,0.600000,0.570000,4002.00,0.0536000000,5.94566534000,0.000000,89.37000,,2.10000000,1.25000000
"HD 39091","pi Men c",18.27020000,84.2992798,-80.4646041,1.070000,1.170000,5998.00,0.0683900000,6.26783990000,0.000000,87.04500,0.0000,3.63000000,2.01890000
"TIC 183374187","TIC 183374187 b",1208.75000000,357.6160382,-41.4124228,0.853000,1.344000,5768.00,,5.05907000000,0.506000,,,177.98390792,14.03364384
"GJ 1061","GJ 1061 d",3.67278000,54.0032486,-44.5143104,0.120000,0.156000,2953.00,0.0540000000,13.06600000000,0.040000,,157.0000,1.67000000,1.16000000
"Kepler-1987","Kepler-1987 d",595.68300000,295.8254663,42.9433716,0.799000,0.714000,4769.00,0.0571000000,5.64491415400,0.000000,88.57000,,7.56000000,2.66000000
"Kepler-245","Kepler-245 b",861.52700000,291.6389972,42.4363482,0.856000,0.795000,5100.00,0.0710000000,7.49019000000,0.000000,89.95000,,146.78000000,2.57000000
"Kepler-131","Kepler-131 c",228.67800000,288.5308924,40.9423730,1.020000,1.030000,5685.00,0.1739100000,25.51690000000,0.000000,89.53000,,8.25000000,0.84000000
"Kepler-144","Kepler-144 c",384.91700000,281.9156128,42.7755535,1.154000,1.235000,6075.00,0.0940000000,10.10466500000,0.000000,88.79000,,2.39000000,1.35000000
"HD 93385","HD 93385 c",43.34750000,161.5627065,-41.4646040,1.040000,1.184840,5977.00,0.1120000000,13.18000000000,0.200000,,,7.10000000,2.56000000
"Kepler-431","Kepler-431 c",486.54600000,281.1123072,43.2277663,1.071000,1.092000,6004.00,0.0847000000,8.70300000000,0.000000,82.35000,,0.22900000,0.66800000
"HD 106270","HD 106270 b",93.80800000,183.4049258,-9.5135645,1.390000,2.660000,5509.00,3.3400000000,1888.00000000000,0.185000,63.00000,3.3000,3623.24383980,12.40000000
"TOI-5720","TOI-5720 b",35.82560000,170.3135774,25.2732942,0.383000,0.383000,3325.00,0.0182880000,1.43445550000,,89.30000,,4.30000000,1.09000000
"Kepler-203","Kepler-203 d",703.30200000,297.0899590,41.3880686,1.060000,1.114000,5821.00,0.1000000000,11.32972000000,0.000000,89.91000,,33.90000000,1.44000000
"Kepler-230","Kepler-230 c",740.75400000,285.7185682,48.5058038,0.784000,0.817000,5588.00,0.3800000000,91.77324200000,0.000000,89.61000,,4.82000000,2.04000000
"Kepler-1091","Kepler-1091 b",914.29900000,299.7854426,43.6707235,1.010000,1.030000,5851.00,0.0252000000,1.43474156400,0.000000,88.96000,,2.73000000,1.46000000
"Kepler-1129","Kepler-1129 b",1183.88000000,291.6044965,41.3093275,1.000000,1.000000,5831.00,0.1648100000,24.33978040000,0.000000,87.53000,,9.06000000,2.96000000
"Kepler-472","Kepler-472 b",306.60200000,296.5245187,39.2498503,0.850000,0.780000,4996.00,0.0482300000,4.17625551400,0.000000,83.75000,,10.50000000,3.22000000
"Kepler-1275","Kepler-1275 b",1153.98000000,293.5004955,44.9324455,1.230000,1.360000,6296.00,0.0488000000,3.65691115000,0.000000,89.07000,,2.79000000,1.48000000
"Kepler-1690","Kepler-1690 b",703.78900000,288.1566649,41.8779417,0.940000,0.862346,5404.00,0.7097000000,234.63600000000,0.000000,89.99000,,8.30000000,2.81109223
"HD 75898","HD 75898 c",78.05050000,133.4611999,33.0566885,1.295000,1.550000,6122.00,7.3900000000,6717.00000000000,0.080000,153.00000,110.0000,2698.36317543,12.60000000
"K2-386","K2-386 b",428.78500000,18.2999964,7.0130302,0.911000,0.970000,5749.00,,7.47322300000,,,,5.99000000,2.32000000
"TOI-7510","TOI-7510 c",249.00600000,273.7281880,-54.4340547,1.063000,1.035000,5720.00,0.1595000000,22.56874230000,0.009100,90.11000,187.0000,131.00000000,10.81000000
"Kepler-718","Kepler-718 b",1302.33000000,299.5618676,43.5035173,1.180000,1.300000,6191.00,0.0322000000,2.05234990500,0.000000,86.76000,,,16.56000000
"Kepler-1342","Kepler-1342 b",890.72400000,297.0200549,43.4325382,0.930000,0.900000,5527.00,0.0313000000,2.21571035800,0.000000,82.30000,,3.39000000,1.66000000
"WASP-174","WASP-174 b",410.14900000,195.7940145,-41.3848617,1.240000,1.347000,6399.00,0.0550300000,4.23370050000,0.000000,83.78000,,104.88337431,16.10730527
"Kepler-1713","Kepler-1713 b",295.29300000,287.3456737,43.3783894,1.300000,1.459000,6477.00,0.1418500000,18.01160049000,0.000000,83.74000,,3.59000000,1.71673535
"Kepler-1121","Kepler-1121 b",482.04700000,297.7865467,47.8861542,1.290000,1.590000,6231.00,0.1181800000,13.15141081000,0.000000,84.73000,,4.31000000,1.91000000
"Kepler-197","Kepler-197 c",330.57500000,295.2264739,50.5592348,0.857000,1.120000,6004.00,0.0900000000,10.34969500000,0.080000,83.51000,,5.30000000,1.23000000
"TOI-1294","TOI-1294 b",332.64800000,223.0926408,70.4765573,1.157800,1.556600,5718.00,0.0510000000,3.91529200000,0.000000,,90.0000,63.90000000,10.12369881
"Kepler-1195","Kepler-1195 b",918.56600000,284.3510523,40.8529319,0.740000,0.710000,4965.00,0.0726000000,8.49642241000,0.000000,88.49000,,4.98000000,2.08000000
"GJ 328","GJ 328 b",20.52660000,133.7819507,1.5420011,0.650000,0.630000,3897.00,4.1100000000,3771.00000000000,0.227000,,-76.2000,797.74930157,13.30000000
"EPIC 212737443","EPIC 212737443 c",336.25000000,204.2215065,-7.3180577,0.690000,0.673000,4684.00,0.2800000000,65.55000000000,0.200000,89.63000,,7.70000000,2.69000000
"Kepler-1783","Kepler-1783 b",264.07800000,297.0210984,41.3771655,0.887000,1.781000,5129.00,0.0759500000,8.27744007100,0.000000,89.35000,,2.30000000,1.31946731
"HD 50499","HD 50499 c",46.28450000,103.0080750,-33.9152670,1.310000,1.420000,6099.00,9.0200000000,8619.90000000000,0.000000,,23.0000,931.24190000,13.20000000
"Kepler-874","Kepler-874 b",1082.16000000,294.9568477,43.0142991,1.090000,1.130000,6020.00,0.2234000000,40.06867270000,0.000000,89.97000,,14.70000000,3.94000000
"Kepler-235","Kepler-235 b",428.01800000,286.0790779,39.2782370,0.581000,0.554000,4255.00,0.0370000000,3.34022200000,0.000000,89.47000,,5.60000000,2.23000000
"HD 98219","HD 98219 b",113.70400000,169.4475218,-23.9754880,1.410000,4.600000,4925.00,1.2600000000,433.80000000000,0.079000,,360.0000,624.21812000,13.40000000
"Kepler-625","Kepler-625 b",760.70800000,292.1504723,39.6375254,1.040000,0.960000,5789.00,0.0813700000,7.75192492000,0.000000,87.83000,,4.62000000,1.99000000
"Kepler-1178","Kepler-1178 b",482.28700000,288.4561183,45.8022258,0.800000,0.750000,4990.00,0.1596000000,31.80634000000,0.000000,89.50000,,1.24000000,1.07000000
"K2-407","K2-407 b",218.37600000,232.5552584,-23.0067371,0.881000,0.927000,5563.00,,4.94190700000,,,,2.19000000,1.28300000
"KOI-351","KOI-351 b",848.25400000,284.4334642,49.3051239,1.200000,1.200000,6080.00,0.0740000000,7.00815100000,0.000000,89.40000,,2.27000000,1.31000000
"WASP-151","WASP-151 b",453.09900000,349.0634651,0.3066895,1.081000,1.181000,5871.00,0.0550000000,4.53347750000,0.000000,88.25000,-50.0000,100.43377661,13.30506009
"K2-289","K2-289 b",274.30000000,246.6429443,-15.7925384,0.953000,1.025000,5529.00,0.1070000000,13.15696900000,,88.48000,,61.00000000,9.10000000
"GJ 1002","GJ 1002 b",4.84867000,1.6764641,-7.5462123,0.120000,0.137000,3024.00,0.0457000000,10.34650000000,,,,1.08000000,1.03000000
"Kepler-1143","Kepler-1143 c",555.18900000,287.3027720,39.2896399,0.810000,0.770000,5053.00,0.6477000000,210.63059100000,0.000000,89.76000,,12.60000000,3.60000000
"TOI-2587 A","TOI-2587 A b",373.67500000,115.9317105,-1.0733330,1.150000,1.726000,5760.00,0.0635000000,5.45664000000,0.000000,84.81000,,69.28659273,12.07207221
"Kepler-1154","Kepler-1154 b",1460.10000000,297.4771158,39.8772345,1.260000,1.430000,6327.00,0.0631000000,5.18561420000,0.000000,89.93000,,6.08000000,2.34000000
"Kepler-60","Kepler-60 b",1025.10000000,288.9612535,42.2650472,1.041000,1.257000,5905.00,0.0725500000,7.13340000000,0.000000,86.52000,175.5600,4.19000000,1.71000000
"Kepler-85","Kepler-85 c",765.02500000,290.9734395,45.2902761,0.928000,0.875000,5505.20,0.1036300000,12.51000000000,0.027000,88.14000,,2.15000000,1.97800000
"TOI-2081","TOI-2081 b",62.34460000,264.3022634,53.0255666,0.540000,0.534000,3800.00,0.0752000000,10.50534000000,,89.34000,,4.82000000,2.04000000
"Kepler-1780","Kepler-1780 b",790.51600000,294.0839282,42.8095104,0.868000,0.868000,5403.00,0.4276000000,109.44499970000,0.000000,89.96000,,12.70000000,3.60600667
"Kepler-1818","Kepler-1818 b",1034.59000000,284.3284866,40.5688741,1.021000,1.129000,6047.00,0.0550000000,4.64490985900,0.000000,88.31000,,3.58000000,1.71360684
"TOI-871","TOI-871 b",68.04730000,74.7376264,-50.6274153,0.758000,0.719000,4929.00,0.1054000000,14.36256500000,,89.26000,,3.41000000,1.66400000
"GJ 251","GJ 251 c",5.58057000,103.7002499,33.2664632,0.350000,0.360000,3342.00,0.1960000000,53.64700000000,0.000000,,0.0000,3.88000000,1.80000000
"Kepler-1518","Kepler-1518 c",903.51000000,300.3323404,44.9861065,1.060000,1.345000,6432.00,0.0905000000,9.63102580000,0.000000,79.56000,,8.75000000,2.90000000
"Kepler-1718","Kepler-1718 b",375.52200000,292.2349191,42.9094618,0.846000,0.906000,5731.00,0.4841800000,135.18800350000,0.000000,89.99000,,7.12000000,2.56852070
"TOI-4914","TOI-4914 b",299.89000000,204.5426717,-28.1429206,1.030000,1.000000,5805.00,0.0980000000,10.60057000000,0.408000,86.35000,58.7000,227.00000000,12.87000000
"USco1556 A","USco1556 b",140.63500000,239.1037198,-25.6890476,0.330000,0.668108,3410.00,3500.0000000000,,,,,4767.45000000,12.30000000
"Kepler-109","Kepler-109 c",474.86100000,290.3926795,40.2849074,1.094000,1.387000,5950.00,0.1546000000,21.22265000000,0.098000,89.63000,,8.20000000,2.65000000
"Kepler-101","Kepler-101 c",927.98100000,283.2555070,48.3552474,1.170000,1.560000,5667.00,0.0684000000,6.02976000000,0.000000,84.60000,90.0000,3.78000000,1.25000000
"Kepler-1200","Kepler-1200 b",588.71500000,296.6034317,44.1292537,0.740000,0.700000,4612.00,0.0188000000,1.11854971700,0.000000,87.68000,,1.20000000,1.06000000
"NY Vir","NY Vir b",544.02400000,204.7005847,-2.0303873,0.459000,0.151000,32780.00,3.3000000000,3160.00000000000,0.150000,,348.0000,730.97800000,13.30000000
"TOI-4137","TOI-4137 b",334.99300000,77.6128790,70.3910790,1.313000,1.438000,6202.00,0.0522200000,3.80161220000,0.000000,85.70000,,457.67290608,13.57407563
"Kepler-1630","Kepler-1630 b",331.21300000,297.5083004,43.7110543,0.660000,0.630000,4736.00,1.1218000000,509.99740200000,0.000000,89.95000,,5.43000000,2.19000000
"Kepler-475","Kepler-475 b",280.06900000,287.0516940,40.2114232,0.860000,0.790000,5009.00,0.0398900000,3.10550818900,0.000000,84.85000,,6.76000000,2.49000000
"Kepler-1978","Kepler-1978 b",865.51200000,286.0067312,38.0095407,0.869000,0.778000,5251.00,0.0914000000,10.84969477000,0.000000,88.49000,,7.61000000,2.67000000
"Kepler-1836","Kepler-1836 b",1472.62000000,292.3150933,40.8387799,1.053000,0.987000,6123.00,0.0602000000,5.25416994100,0.000000,89.97000,,7.05000000,2.55303229
"Kepler-887","Kepler-887 c",886.58800000,290.0907893,39.8169085,1.190000,1.290000,6194.00,0.0801000000,7.63846023000,0.000000,88.30000,,1.51000000,1.13000000
"Kepler-350","Kepler-350 c",956.85900000,285.4195845,39.7061009,1.000000,1.250000,6492.30,0.1385000000,17.84900000000,0.000000,86.29000,,6.10000000,3.10000000
"Kepler-816","Kepler-816 b",983.69700000,293.3628165,39.2124394,0.900000,0.850000,5286.00,0.0895000000,10.50682564600,0.000000,88.93000,,74.50000000,10.24000000
"HD 51608","HD 51608 b",35.05530000,103.7137102,-55.2600189,0.800000,0.916136,5358.00,0.1059000000,14.07260000000,0.090000,,117.4500,12.77000000,3.62000000
"HD 125390","HD 125390 b",153.64700000,214.5387463,38.9669132,1.820000,6.470000,4882.00,3.4960000000,1757.39151000000,0.597000,84.68500,342.1260,8646.20398403,11.90000000
"Kepler-1947","Kepler-1947 b",468.77100000,296.1040313,42.3425818,0.984000,1.686000,6040.00,0.0737500000,6.96363019900,0.000000,89.69000,,1.01000000,1.01016660
"Kepler-81","Kepler-81 d",348.29100000,293.6369437,42.8248275,0.648000,0.595000,4500.00,0.1280000000,20.83784600000,0.000000,89.18000,,1.92000000,1.21000000
"Kepler-1827","Kepler-1827 b",686.46100000,292.2525301,40.7927895,0.915000,1.404000,5423.00,0.0464700000,3.70061993600,0.000000,79.31000,,4.10000000,1.85644292
"TOI-1768","TOI-1768.01",157.59700000,152.1027826,55.5399599,1.100000,1.100000,5994.00,0.0763810000,7.33770364900,,,,11.80000000,3.45300000
"HIP 10090","HIP 10090 c",82.39370000,32.4351198,-30.7470844,0.940000,1.382680,5661.00,0.9000000000,321.82000000000,0.188000,153.80000,283.0000,270.15414595,13.90000000
"Kepler-855","Kepler-855 b",1506.58000000,295.0949565,43.5375650,1.030000,1.030000,5835.00,0.0762000000,7.88663110400,0.000000,89.78000,,52.70000000,8.35000000
"TOI-205","TOI-205 b",177.75900000,7.9754636,-56.9650808,1.200000,1.453820,6302.74,,4.25300773815,,86.62587,,6.81000000,2.50121142
"Kepler-1886","Kepler-1886 b",1059.51000000,296.2645118,39.4059745,0.928000,0.837000,5745.00,0.1600000000,24.27580070000,0.000000,89.32000,,7.18000000,2.58158428
"Kepler-279","Kepler-279 c",1037.40000000,287.3912950,42.1948220,1.100000,1.070000,6689.45,0.2236000000,35.73600000000,0.000000,87.09000,,49.40000000,4.30000000
"K2-401","K2-401 b",200.72700000,154.9876040,3.9548275,0.870000,0.675000,4213.00,,6.29309900000,,,,5.74000000,2.26200000
"TOI-3807","TOI-3807 b",421.74500000,139.1125648,69.0741284,1.181000,1.468000,5772.00,0.0421000000,2.89897270000,0.000000,80.81000,,330.54154328,18.49481816
"Kepler-931","Kepler-931 b",490.00000000,297.1326937,42.7682885,0.860000,0.810000,5241.00,0.0719000000,8.03755877000,0.000000,86.29000,,2.33000000,1.33000000
"TOI-286","TOI-286 b",59.22930000,90.9842762,-60.6663348,0.832000,0.780000,5152.00,0.0503000000,4.51172440000,0.000000,87.52000,90.0000,4.53000000,1.42000000
"Kepler-106","Kepler-106 e",444.32200000,300.8640060,44.3375497,1.000000,1.040000,5858.00,0.2400600000,43.84450000000,0.000000,88.27000,,11.17000000,2.56000000
"GSC 06214-00210","GSC 06214-00210 b",108.50000000,245.4776921,-20.7193398,0.900000,0.904840,4200.00,320.0000000000,,,,,5000.00000000,20.17620000
"HD 89839","HD 89839 b",57.30630000,155.1688790,-53.6640291,1.210000,1.285880,6314.00,4.7130000000,3391.20000000000,0.185000,49.50000,158.0000,1748.05623850,12.80000000
"Kepler-520","Kepler-520 b",623.90100000,293.1802903,41.6177408,1.100000,1.090000,6112.00,0.1462800000,19.67416124000,0.000000,87.05000,,3.39000000,1.66000000
"Kepler-19","Kepler-19 b",218.56200000,290.4209694,37.8516556,0.936000,0.859000,5541.00,0.0846000000,9.28699000000,0.410000,89.94000,59.1000,6.10000000,2.20900000
"Kepler-1102","Kepler-1102 b",1246.05000000,281.3225917,48.0664955,0.960000,0.940000,5724.00,0.2731000000,51.32856230000,0.000000,89.06000,,7.56000000,2.66000000
"Kepler-371","Kepler-371 c",813.19200000,292.3264835,38.6575441,0.876000,0.992000,5666.00,0.3130000000,67.96801500000,0.000000,89.71000,,3.82000000,1.78000000
"K2-338","K2-338 b",156.95100000,124.3609294,17.0241557,0.660000,0.630000,4558.00,,3.85061400000,,,,1.08000000,1.03000000
"KELT-16","KELT-16 b",444.58600000,314.2685227,31.6610186,1.211000,1.360000,6236.00,0.0204400000,0.96899510000,0.000000,84.40000,,874.03250000,15.86073500
