hostname,pl_name,sy_dist,ra,dec,st_mass,st_rad,st_teff,pl_orbsmax,pl_orbper,pl_orbeccen,pl_orbincl,pl_orblper,pl_bmasse,pl_rade
"WASP-173 A","WASP-173 A b",232.98000000,354.1686959,-34.6113042,1.050000,1.110000,5800.00,0.0248000000,1.38665318000,0.000000,85.20000,,1172.79270000,13.45080000
"OGLE-2011-BLG-0173L","OGLE-2011-BLG-0173L b",6100.00000000,269.3157350,-28.2338619,0.410000,,,8.0000000000,,,,,60.00000000,9.01000000
"HD 5319","HD 5319 b",121.40500000,13.7558096,0.7893425,1.270000,4.060000,4871.00,1.5700000000,637.10000000000,0.092000,,158.0000,494.54348000,13.50000000
"K2-159","K2-159 b",170.99800000,180.5408896,-3.5809053,0.900000,0.830000,5425.00,0.1013000000,12.42205000000,,89.06464,,5.73000000,2.26000000
"K2-266","K2-266 e",77.55860000,157.9356855,0.9372782,0.686000,0.703000,4285.00,0.1249000000,19.48200000000,0.043000,89.45000,89.0000,14.30000000,2.73000000
"K2-266","K2-266 d",77.55860000,157.9356855,0.9372782,0.686000,0.703000,4285.00,0.1035000000,14.69700000000,0.047000,89.46000,87.0000,8.90000000,2.93000000
"WASP-147","WASP-147 b",436.09800000,359.1915117,-22.1532316,1.044000,1.429000,5702.00,0.0549000000,4.60273000000,0.000000,87.90000,,87.40325000,12.49803500
"WASP-160 B","WASP-160 B b",288.32600000,87.6795610,-27.6233218,0.870000,0.868000,5298.00,0.0452000000,3.76849520000,0.000000,88.97000,,88.35674000,12.21781000
"HD 95089","HD 95089 c",136.95700000,164.6987480,1.7290087,1.540000,5.080000,4918.00,3.3300000000,1785.00000000000,0.284000,,66.0000,1096.51350000,13.10000000
"K2-166","K2-166 b",476.88200000,185.1880932,2.2823788,1.160000,1.610000,5960.00,0.0858000000,8.52695000000,,87.42879,,5.43000000,2.19000000
"HATS-36","HATS-36 b",856.43600000,291.4787013,-23.2028183,1.100000,1.100000,5950.00,0.0523000000,4.17518600000,0.105000,87.61000,,1022.14128000,12.92000000
"WASP-165","WASP-165 b",602.23600000,357.5806472,-17.0775947,1.248000,1.750000,5599.00,0.0482300000,3.46550900000,0.000000,84.90000,,209.13214000,14.12334000
"HD 96063","HD 96063 b",140.06500000,166.1853484,-2.5132966,1.370000,4.750000,5020.00,1.1100000000,362.50000000000,0.170000,,271.0000,403.64410000,13.70000000
"K2-228","K2-228 b",129.46000000,187.2947047,-6.8342028,0.710000,0.650000,4715.00,0.0338000000,2.69828000000,,87.46500,,1.92000000,1.21000000
"K2-283","K2-283 b",402.91500000,13.1943679,9.6929181,0.890000,0.820000,5060.00,0.0291000000,1.92103600000,,,,12.20000000,3.52000000
"K2-151","K2-151 b",69.47980000,19.3047733,9.5012663,0.470000,0.450000,3695.00,0.0373000000,3.83547600000,,,,2.83000000,1.49000000
"K2-281","K2-281 b",458.13900000,16.2274724,7.2692169,0.820000,0.760000,4812.00,0.0773000000,8.68772100000,,,,50.90000000,8.18000000
"K2-216","K2-216 b",115.46100000,11.4802354,6.3470302,0.700000,0.720000,4503.00,0.0280000000,2.17480000000,0.000000,86.90000,,8.00000000,1.75000000
"HD 5319","HD 5319 c",121.40500000,13.7558096,0.7893425,1.270000,4.060000,4871.00,1.9300000000,872.20000000000,0.183000,,244.0000,334.67499000,13.80000000
"K2-230","K2-230 b",540.77300000,191.3631170,-6.5760510,1.110000,1.390000,5945.00,0.0409000000,2.86041000000,,85.98986,,4.50000000,1.96000000
"K2-188","K2-188 b",446.82100000,129.8137008,23.3574367,1.060000,1.190000,5977.00,0.0289000000,1.74216900000,,83.92815,,2.39000000,1.35000000
"GJ 96","GJ 96 b",11.93150000,35.5624031,47.8802075,0.600000,0.580612,3785.00,0.2910000000,73.94000000000,0.440000,,339.5800,19.66000000,4.67000000
"KMT-2016-BLG-1820L","KMT-2016-BLG-1820L b",6260.00000000,268.7647400,-29.5169201,0.039000,,,1.0800000000,,,,,1450.00000000,12.90000000
"HD 94834","HD 94834 b",98.16090000,164.3126363,24.1429374,1.110000,4.200000,4798.00,2.7400000000,1576.00000000000,0.140000,,38.0000,400.46580000,13.70000000
"K2-153","K2-153 b",143.12500000,183.8088709,2.0208765,0.550000,0.530000,3845.00,0.0614000000,7.51574000000,,,,4.66000000,2.00000000
"HATS-11","HATS-11 b",944.60300000,289.4007603,-22.3900092,1.330000,1.540000,6563.00,0.0507000000,3.61918800000,0.340000,89.03000,,263.79890000,18.03000000
"KMT-2016-BLG-2142L","KMT-2016-BLG-2142L b",7010.00000000,268.1120000,-29.3845615,0.073000,,,0.8300000000,,,,,4923.00000000,12.20000000
"MOA-2015-BLG-337L","MOA-2015-BLG-337L b",7100.00000000,271.9487000,-28.1702785,0.009400,,,0.2400000000,,,,,33.70000000,6.42000000
"K2-241","K2-241 b",149.46400000,181.2386829,-6.8052985,0.710000,0.750000,5262.00,0.1567000000,26.81990000000,,,,7.04000000,2.55000000
"K2-117","K2-117 c",101.63200000,133.8557342,10.4692176,0.540000,0.510000,3778.00,0.0492000000,5.44401700000,0.150000,89.49000,-77.0600,4.90000000,2.06000000
"K2-284","K2-284 b",107.27200000,79.1407971,20.2549034,0.630000,0.607000,4140.00,0.0477100000,4.79506900000,0.078000,89.00000,180.2000,8.15000000,2.78000000
"MOA-2016-BLG-319L","MOA-2016-BLG-319L b",6800.00000000,268.7422180,-29.7504635,0.150000,,,0.9500000000,,,,,200.00000000,14.10000000
"HD 12648","HD 12648 b",182.19200000,34.7480718,85.7365329,0.670000,11.020000,4835.00,0.5400000000,133.60001000000,0.040000,,99.3000,622.94680000,13.40000000
"K2-243","K2-243 b",266.86400000,181.1211419,-4.8991358,1.290000,1.390000,6570.00,0.1087000000,11.54182000000,,,,5.35000000,2.17000000
"K2-117","K2-117 b",101.63200000,133.8557342,10.4692176,0.540000,0.510000,3778.00,0.0189000000,1.29160000000,0.060000,88.36000,-22.6300,4.78000000,2.03000000
"HD 80653","K2-312 c",109.86000000,140.3390845,14.3678691,1.150000,1.199000,5959.00,1.8820000000,871.32000000000,0.843500,,41.3000,1681.31227303,12.80000000
"K2-245","K2-245 b",456.06400000,185.1815630,-1.5909138,0.830000,1.250000,5793.00,0.0959000000,11.89307000000,,,,17.40000000,4.34000000
"K2-270","K2-270 c",280.51800000,131.2665588,13.5497322,0.850000,0.770000,4877.00,0.0497000000,4.40002800000,,,,9.01000000,2.95000000
"HATS-59","HATS-59 b",642.88400000,170.3243250,-22.3881770,1.038000,1.036000,5670.00,0.0611200000,5.41608100000,0.129000,88.10000,227.0000,256.17098000,12.62133400
"KELT-15","KELT-15 b",324.68300000,117.4149764,-52.1204471,2.060000,1.780000,6003.00,0.0461300000,3.32944000000,0.000000,88.30000,,416.35730000,19.50366000
"K2-247","K2-247 b",258.11300000,188.8935189,-10.0692793,0.740000,0.690000,4667.00,0.0304000000,2.25021000000,,,,5.14000000,2.12000000
"EPIC 211945201","EPIC 211945201 b",181.69000000,136.5741931,19.4020565,1.170000,1.390000,6069.00,0.1493000000,19.49221000000,0.000000,87.90000,90.0000,11.00000000,5.76000000
"CoRoT-21","CoRoT-21 b",1398.83419686,101.0526207,-0.2991544,1.290000,1.950000,6200.00,0.0417000000,2.72474000000,0.000000,86.80000,,718.29580000,14.57170000
"70 Vir","70 Vir b",17.90110000,202.1064898,13.7763085,1.090000,1.890000,5495.00,0.4810000000,116.68800000000,0.398800,,359.8300,2380.45000000,12.60000000
"K2-39","K2-39 b",307.47000000,338.3682095,-9.0229405,0.660000,2.970000,4881.00,0.0570800000,4.60543000000,0.000000,80.39000,,28.60470000,6.27704000
"K2-248","K2-248 b",406.25400000,182.8173343,-9.4141696,0.880000,0.920000,5528.00,0.0699000000,7.17256000000,,,,7.13000000,2.57000000
"K2-276","K2-276 b",488.15200000,125.9528309,22.6339399,0.820000,0.850000,5139.00,0.1291000000,18.71826900000,,,,13.70000000,3.77000000
"HD 102956","HD 102956 b",121.89000000,177.8436988,57.6406584,1.660000,4.550000,4985.00,0.0807000000,6.49470000000,0.037000,,301.0000,305.11680000,13.80000000
"HD 108863","HD 108863 b",164.74200000,187.5826081,21.9480993,1.590000,5.740000,4878.00,1.3200000000,437.70000000000,0.032000,,191.0000,767.24162000,13.30000000
"HATS-46","HATS-46 b",453.80800000,6.7026401,-56.3161021,0.917000,0.853000,5495.00,0.0536700000,4.74237290000,0.559000,87.32000,,54.98459000,10.12172700
"HATS-7","HATS-7 b",240.70700000,208.8567465,-21.2078587,0.849000,0.815000,4985.00,0.0401200000,3.18531500000,0.170000,87.92000,,38.13960000,6.31066700
"K2-252","K2-252 b",228.83900000,182.3663818,-8.3096141,0.790000,0.820000,5152.00,0.1041000000,13.81513000000,,,,3.68000000,1.74000000
"K2-188","K2-188 c",446.82100000,129.8137008,23.3574367,1.060000,1.190000,5977.00,0.0785000000,7.81025300000,,88.09762,,8.40000000,2.83000000
"HD 131496","HD 131496 b",131.84900000,223.3461495,18.2352618,1.340000,4.440000,4846.00,2.0100000000,896.00000000000,0.181000,,58.0000,572.09400000,13.40000000
"HD 1502","HD 1502 b",190.95300000,4.8214389,14.0546830,1.460000,4.670000,4947.00,1.2620000000,428.50000000000,0.031000,,126.0000,874.03250000,13.20000000
"NGTS-3 A","NGTS-3 A b",743.97200000,94.4447595,-35.7063640,1.017000,0.930000,5600.00,0.0230000000,1.67537280000,,89.56000,,756.43540000,16.58932000
"K2-254","K2-254 b",227.77500000,185.5507926,-4.7172908,0.710000,0.670000,4629.00,0.0448000000,4.09639000000,,,,3.29000000,1.63000000
"K2-192","K2-192 b",221.75300000,206.5823122,-11.5563527,0.900000,0.810000,5222.00,0.0490000000,4.16281700000,,88.39205,,2.92000000,1.52000000
"K2-239","K2-239 c",31.08490000,160.5941265,4.4413751,0.400000,0.360000,3420.00,0.0576000000,7.77500000000,,88.77000,,0.97200000,1.00000000
"K2-258","K2-258 b",661.87300000,187.6314027,-1.1609171,1.210000,1.310000,6351.00,0.1490000000,19.09210000000,,,,9.27000000,3.00000000
"HD 70642","HD 70642 b",29.27600000,125.3661079,-39.7044432,1.078000,0.984000,5732.00,3.3180000000,2124.54000000000,0.175000,29.90000,272.8400,1239.53078730,13.00000000
"HATS-69","HATS-69 b",414.53700000,289.2974275,-60.8917599,0.892000,0.878500,5137.00,0.0321100000,2.22525770000,0.519000,88.49000,,183.38791000,10.59250500
"HD 202696","HD 202696 b",188.54600000,319.2250346,27.2582799,1.910000,6.430000,5040.00,1.5660000000,517.80000000000,0.011000,90.00000,201.6000,634.38868000,
"HD 202696","HD 202696 c",188.54600000,319.2250346,27.2582799,1.910000,6.430000,5040.00,2.3420000000,946.60000000000,0.028000,90.00000,136.8000,592.43512000,
"KMT-2017-BLG-1038L","KMT-2017-BLG-1038L b",6000.00000000,266.1709170,-25.1430306,0.370000,,,1.8000000000,,,,,640.00000000,13.40000000
"HD 117618","HD 117618 b",37.77810000,203.1066418,-47.2719049,1.077000,1.200000,5990.00,0.1800000000,25.80000000000,0.150000,,289.0000,55.30242000,8.59000000
"NGTS-4","NGTS-4 b",280.55500000,89.5988945,-30.8117992,0.750000,0.840000,5143.00,0.0190000000,1.33735080000,0.000000,82.50000,0.0000,20.60000000,3.18000000
"K2-295","K2-295 b",232.80100000,19.6101417,6.8167277,0.740000,0.700000,4444.00,0.0451000000,4.02486700000,0.000000,89.30000,,106.47305000,10.05447300
"HIP 79098 AB","HIP 79098 AB b",145.79800000,242.1821202,-23.6855244,3.750000,,9193.75,345.0000000000,,,,,6515.51500000,12.10000000
"Kepler-730","Kepler-730 b",1935.04000000,285.5547895,45.5788420,1.047000,1.411000,5620.00,0.0694000000,6.49168280800,0.000000,86.96000,,,12.32990000
"K2-133","K2-133 c",75.17030000,70.1493775,25.0098135,0.461000,0.455000,3655.00,0.0434100000,4.86784000000,,88.21000,,3.20000000,1.60300000
"K2-133","K2-133 d",75.17030000,70.1493775,25.0098135,0.461000,0.455000,3655.00,0.0748700000,11.02454000000,,89.40000,,4.67000000,2.00300000
"HAT-P-25","HAT-P-25 b",300.38400000,48.4354731,25.1973548,1.012000,0.919000,5519.00,0.0466000000,3.65281514000,0.023000,88.22000,287.0000,180.84527000,12.72221500
"HD 89744","HD 89744 b",38.63640000,155.5433193,41.2289354,1.860000,2.132570,6291.00,0.9170000000,256.78000000000,0.677000,,193.7000,2653.88050000,12.60000000
"HD 65216","HD 65216 c",35.12050000,118.4209646,-63.6466892,0.874000,0.880000,5612.00,5.7500000000,5370.00000000000,0.170000,,123.0000,645.19490000,13.40000000
"K2-133","K2-133 e",75.17030000,70.1493775,25.0098135,0.461000,0.455000,3655.00,0.1346000000,26.58410000000,,89.16400,,3.64000000,1.73000000
"EPIC 201497682","EPIC 201497682 b",253.02600000,168.9366786,0.4880606,0.780000,0.554000,4991.00,,2.13174000000,,,,0.26000000,0.69200000
"OGLE-2015-BLG-1670L","OGLE-2015-BLG-1670L b",6700.00000000,268.1587917,-28.5519167,0.550000,,,2.6200000000,,,,,17.90000000,4.42000000
"K2-290","K2-290 c",272.90900000,234.8578846,-20.1988975,1.194000,1.511000,6302.00,0.3050000000,48.36685000000,0.000000,89.37000,90.0000,246.00042000,11.27625400
"HAT-P-34","HAT-P-34 b",249.32500000,303.1954355,18.1047776,1.392000,1.530000,6442.00,0.0677400000,5.45265400000,0.432000,87.10000,21.9000,1058.37390000,13.41717300
"K2-16","EPIC 201754305 d",334.96700000,175.0972238,4.5574311,0.670000,0.544000,4761.00,,2.71578000000,,,,1.08000000,1.03000000
"K2-50","EPIC 201833600 c",257.44300000,169.4836540,5.9882890,0.611000,0.634000,4326.00,,3.96151000000,,,,0.97200000,1.00000000
"HAT-P-36","HAT-P-36 b",294.41900000,188.2662048,44.9153672,1.030000,1.041000,5620.00,0.0241000000,1.32734683000,0.063000,87.13000,51.0000,587.41340600,14.31389300
"K2-52","K2-52 b",1038.41000000,246.6114157,-24.9699462,1.691000,2.192000,7147.00,0.0540000000,3.53505500000,,86.46000,,,18.00000000
"K2-53","K2-53 b",138.01800000,244.1419684,-20.4005984,0.851000,0.807000,5263.00,0.0980000000,12.20772000000,,89.32000,,7.27000000,2.60000000
"K2-293","K2-293 b",392.25100000,351.6064952,-6.0279068,0.958000,0.947000,5532.00,,13.12250000000,,88.80000,,6.57000000,2.45000000
"TOI-172","TOI-172 b",342.83100000,316.6318791,-26.6928654,1.128000,1.777000,5645.00,0.0914000000,9.47725000000,0.380600,88.20000,57.1000,1722.63860000,10.81668500
"EPIC 206024342","EPIC 206024342 b",369.88800000,331.2771441,-14.1218019,0.928000,0.823000,5724.00,,4.50756000000,,,,3.53000000,1.70000000
"EPIC 206032309","EPIC 206032309 b",161.36500000,341.2404563,-13.9011223,0.221000,0.373440,3489.00,,2.87814000000,,,,1.01000000,1.01000000
"HAT-P-9","HAT-P-9 b",455.20300000,110.1685157,37.1405946,1.281000,1.338000,6350.00,0.0528700000,3.92281072000,0.084000,86.44000,152.0000,238.05467000,15.61413700
"HATS-24","HATS-24 b",494.18200000,268.8907069,-61.7474000,1.070000,1.120000,6125.00,0.0238000000,1.34849780000,0.000000,85.97000,90.0000,718.29580000,15.63655500
"K2-90","K2-90 b",134.18800000,59.1527391,22.4724517,0.629000,0.619000,4484.00,0.0960000000,13.73331400000,0.070000,89.24000,16.4000,7.27000000,2.60000000
"K2-294","K2-294 b",373.07800000,352.0516724,-7.6037856,0.987000,1.200000,5612.00,,2.50387000000,,85.50000,,3.39000000,1.66000000
"GJ 685","GJ 685 b",14.31550000,263.8960378,61.6793482,0.550000,0.540000,3816.00,0.1344000000,24.16000000000,0.000000,,,9.00000000,2.95000000
"EPIC 206317286","EPIC 206317286 b",314.35000000,337.6178427,-7.9724560,0.711000,0.669000,4752.00,,1.58252000000,,,,0.84000000,0.96000000
"K2-308","K2-308 b",1314.53000000,78.3391194,16.4141986,1.090000,1.240000,6100.00,,3.38628000000,,88.44000,,70.60000000,9.91600000
"Kepler-9","Kepler-9 c",628.25700000,285.5739904,38.4008192,1.022000,0.958000,5774.00,0.2270000000,38.98530000000,0.066910,89.18800,167.5000,29.90000000,8.08000000
"K2-124","K2-124 b",140.38500000,133.6410515,23.1329509,0.390000,0.388000,3570.00,0.0490000000,6.41365100000,0.080000,89.03000,-26.8000,8.75000000,2.90000000
"HD 92788","HD 92788 b",34.65380000,160.7021351,-2.1847173,1.150000,1.140000,5744.00,0.9700000000,325.80300000000,0.350000,,-82.1700,1195.04080000,13.00000000
"Kepler-25","Kepler-25 c",243.24900000,286.6383905,39.4879038,1.165000,1.316000,6354.00,0.1117000000,12.72070000000,0.006100,92.76400,,15.20000000,5.21700000
"WASP-33","WASP-33 b",121.94400000,36.7127375,37.5504441,1.495000,1.444000,7430.00,0.0239000000,1.21987000000,0.000000,86.63000,,665.21819000,17.85593700
"HD 134060","HD 134060 c",24.01250000,227.6847587,-61.4223747,1.095000,1.164285,5966.00,2.3928000000,1291.56460000000,0.110000,,-132.7300,29.29000000,5.91000000
"WASP-177","WASP-177 b",176.81800000,334.7969885,-1.8344301,0.876000,0.885000,5017.00,0.0395700000,3.07172200000,,84.14000,,161.45764000,17.71022000
"WASP-181","WASP-181 b",437.49500000,26.7932253,3.1329325,1.040000,0.965000,5839.00,0.0542700000,4.51950640000,,88.38000,,95.03117000,13.27145600
"Kepler-25","Kepler-25 b",243.24900000,286.6383905,39.4879038,1.165000,1.316000,6354.00,0.0695000000,6.23829700000,0.002900,92.82700,,8.70000000,2.74800000
"WASP-161","WASP-161 b",343.08000000,126.3378248,-11.5009889,1.390000,1.712000,6400.00,0.0673000000,5.40604250000,,89.01000,,791.39670000,12.81188700
"WASP-163","WASP-163 b",261.38600000,256.5375549,-10.4130071,0.970000,1.015000,5500.00,0.0266000000,1.60968840000,,85.42000,,594.34210000,13.47321800
"HD 20781","HD 20781 b",35.97150000,50.0139757,-28.7841175,0.700000,0.833609,5256.00,0.0529000000,5.31350000000,0.100000,,84.0400,1.93000000,1.21000000
"HD 20003","HD 20003 b",41.83160000,46.9090081,-72.3219221,0.875000,0.921637,5494.00,0.0974000000,11.84820000000,0.360000,,-92.7400,11.66000000,3.43000000
"Kepler-47","Kepler-47 c",1025.02000000,295.2978883,46.9204303,0.957000,0.936000,5636.00,0.9638000000,303.22700000000,0.044000,90.19250,306.0000,3.17000000,4.65000000
"Gl 49","Gl 49 b",9.85280000,15.6687321,62.3454386,0.515000,0.511000,3805.00,0.0905000000,13.85080000000,0.363000,,43.0000,5.63000000,2.24000000
"HD 21693","HD 21693 b",33.25500000,51.8040469,-58.3232726,0.800000,0.914378,5430.00,0.1455000000,22.67860000000,0.120000,,-91.0400,8.23000000,2.80000000
"HD 20781","HD 20781 c",35.97150000,50.0139757,-28.7841175,0.700000,0.833609,5256.00,0.1004000000,13.89050000000,0.090000,,7.4400,5.33000000,2.17000000
"Kepler-47","Kepler-47 d",1025.02000000,295.2978883,46.9204303,0.957000,0.936000,5636.00,0.6992000000,187.36600000000,0.024000,90.39500,352.0000,19.02000000,7.04000000
"LSPM J2116+0234","LSPM J2116+0234 b",17.62970000,319.1147513,2.5807711,0.430000,0.431000,3475.00,0.0876000000,14.43990000000,0.183000,,,13.30000000,3.71000000
"K2-285","K2-285 e",154.96100000,349.3843458,1.3001522,0.830000,0.787000,4975.00,0.1804100000,14.76289000000,0.000000,89.79940,,10.70000000,1.95000000
"K2-285","K2-285 d",154.96100000,349.3843458,1.3001522,0.830000,0.787000,4975.00,0.1178000000,10.45582000000,0.000000,89.64310,,6.50000000,2.48000000
"HD 31527","HD 31527 b",38.44730000,73.9096193,-23.2413163,0.960000,1.073694,5898.00,0.1254000000,16.55350000000,0.100000,,41.1200,10.47000000,3.22000000
"HD 31527","HD 31527 d",38.44730000,73.9096193,-23.2413163,0.960000,1.073694,5898.00,0.8098000000,271.67370000000,0.240000,,179.0000,11.82000000,3.46000000
"GJ 143","HD 21749 c",16.32000000,51.7501882,-63.5001660,0.730000,0.695000,4640.00,0.0695000000,7.78993000000,,88.90000,,3.70000000,0.89200000
"HD 114729","HD 114729 b",37.80630000,198.1833997,-31.8746756,0.936000,1.473000,5844.00,2.0670000000,1121.79000000000,0.079000,,77.0590,262.20975000,13.90000000
"K2-286","K2-286 b",76.14860000,233.3698192,-16.7737113,0.640000,0.620000,3926.00,0.1768000000,27.35900000000,,89.67000,,5.06000000,2.10000000
"Qatar-9","Qatar-9 b",213.77100000,160.7480950,60.9641194,0.719000,0.696000,4309.00,0.0234000000,1.54073100000,0.000000,89.23000,,378.21770000,11.30988100
"NGTS-5","NGTS-5 b",306.77900000,221.0582692,5.6053735,0.661000,0.739000,4987.00,0.0382000000,3.35698660000,0.000000,86.60000,,72.78307000,12.73342400
"HD 126525","HD 126525 b",37.65060000,216.8852514,-51.9329118,0.897000,0.979000,5638.00,1.8370000000,960.41000000000,0.035000,,247.5060,75.32571000,10.30000000
"HD 117207","HD 117207 b",32.35470000,202.3368806,-35.5713041,1.053000,1.074000,5732.00,3.7870000000,2621.75000000000,0.157000,76.60000,90.2170,669.34662514,13.40000000
"HD 143361","HD 143361 b",68.51460000,240.4588405,-44.4350575,0.968000,0.916000,5507.00,1.9880000000,1039.15000000000,0.197000,50.00000,241.8890,1382.55357045,12.90000000
"K2-288 B","K2-288 B b",65.61380000,55.4442857,18.2684913,0.330000,0.320000,3341.00,0.1640000000,31.39346300000,,89.81000,,4.27000000,1.90000000
"HATS-60","HATS-60 b",486.47400000,341.3640336,-14.9917747,1.097000,1.460000,5688.00,0.0470800000,3.56082900000,0.191000,86.28000,,210.40346000,12.92397700
"HD 20781","HD 20781 e",35.97150000,50.0139757,-28.7841175,0.700000,0.833609,5256.00,0.3374000000,85.50730000000,0.060000,,70.5900,14.03000000,3.83000000
"HD 45184","HD 45184 c",21.95320000,96.1820205,-28.7806402,1.030000,1.075139,5869.00,0.1100000000,13.13540000000,0.070000,,-197.9700,8.81000000,2.91000000
"HD 152079","HD 152079 b",87.88880000,253.3732313,-46.3333582,1.147000,1.128000,5907.00,4.1870000000,2918.92000000000,0.532000,,332.9050,845.74563000,13.20000000
"HATS-62","HATS-62 b",523.06700000,312.4493079,-24.3035060,0.896000,0.933000,5416.00,0.0416300000,3.27688370000,0.298000,87.92000,,56.89157000,11.82549500
"HATS-63","HATS-63 b",623.23200000,67.4185820,-28.1972149,0.931000,1.070000,5627.00,0.0402600000,3.05665270000,0.136000,84.86000,,305.11680000,13.52926300
"HATS-70","HATS-70 b",1458.83000000,109.1045212,-31.2443947,1.780000,1.881000,7930.00,0.0363200000,1.88823780000,0.180000,86.70000,,4100.00700000,15.51325600
"K2-264","K2-264 b",185.60500000,131.3583524,19.6984010,0.496000,0.473000,3660.00,0.0502300000,5.84000200000,0.500000,89.01000,,5.61000000,2.23100000
"KMT-2016-BLG-1107L","KMT-2016-BLG-1107L b",6651.00000000,266.4177500,-26.0318000,0.087000,,,0.3420000000,,,,,1043.00000000,13.10000000
"HD 103949","HD 103949 b",26.49970000,179.5479558,-23.9241221,0.770000,0.753113,4792.00,0.4390000000,120.87800000000,0.190000,,127.7400,11.20000000,3.35000000
"HIP 35173","HIP 35173 b",33.15620000,109.0449329,-3.6661273,0.790000,0.773404,4881.00,0.2170000000,41.51600000000,0.160000,,10.7300,12.70000000,3.61000000
"HD 23127","HD 23127 b",93.85550000,54.8491271,-60.0772290,1.208000,1.490000,5843.00,2.3700000000,1211.17000000000,0.406000,,181.8290,485.32641000,13.50000000
"HD 25171","HD 25171 b",55.61460000,58.9574779,-65.1863239,1.076000,1.230000,6125.00,2.9710000000,1802.29000000000,0.042000,,159.5430,290.81445000,13.90000000
"HATS-65","HATS-65 b",493.32000000,292.9397825,-26.7402021,1.257000,1.310000,6277.00,0.0449700000,3.10516100000,0.062000,84.82000,,260.93843000,16.82470900
"HATS-66","HATS-66 b",1477.98000000,101.3948048,-33.8816918,1.411000,1.841000,6626.00,0.0471400000,3.14143910000,0.064000,87.06000,,1694.03390000,15.81589900
"HD 1397","HD 1397 b",79.57020000,4.4471631,-66.3589285,1.324000,2.336000,5521.00,0.1097000000,11.53533000000,0.251000,88.99000,2.1000,131.89945000,11.50043400
"HD 64114","HD 64114 b",31.52620000,117.9825560,-11.0337221,0.950000,0.882858,5676.00,0.2460000000,45.79100000000,0.120000,,215.3000,17.80000000,4.41000000
"HD 206255","HD 206255 b",75.23630000,325.5917768,-50.0935884,1.420000,2.221489,5635.00,0.4610000000,96.04500000000,0.230000,,86.9200,34.20000000,6.47000000
"HD 38801","HD 38801 b",91.43490000,86.9963141,-8.3280256,1.207000,2.029000,5338.00,1.6230000000,685.25000000000,0.017000,,97.1150,3082.31534000,12.50000000
"HATS-67","HATS-67 b",960.10900000,180.2087883,-46.1364201,1.435000,1.441000,6594.00,0.0303200000,1.60917880000,0.057000,79.03000,,460.85350000,18.88716500
"HATS-68","HATS-68 b",603.95500000,15.0060770,-58.9047242,1.351000,1.748000,6147.00,0.0507100000,3.58622020000,0.036000,83.21000,,410.00070000,13.80948800
"Gl 378","Gl 378 b",14.95450000,150.5865513,48.0824515,0.560000,0.560000,3879.00,0.0394350000,3.82200000000,0.109000,,210.6000,13.02000000,3.66000000
"WASP-190","WASP-190 b",542.25100000,7.7095292,-40.5734613,1.350000,1.600000,6400.00,0.0663000000,5.36775300000,0.000000,87.10000,,317.83000000,12.89035000
"Kepler-1610","Kepler-1610 c",864.33100000,295.9049795,45.4054296,0.825000,0.800000,5295.00,0.2323000000,44.98518850000,0.000000,89.41000,,5.02000000,2.09000000
"XO-7","XO-7 b",234.14900000,277.4780753,85.2333208,1.405000,1.480000,6250.00,0.0442100000,2.86414240000,0.038000,83.45000,,225.34147000,15.38995700
"HATS-55","HATS-55 b",609.83800000,114.2833819,-32.7554188,1.195500,1.126000,6214.00,0.0541200000,4.20420010000,0.092000,86.32000,,292.72143000,14.02245900
"Kepler-1996","Kepler-1996 c",440.56100000,285.2537555,46.5822183,0.748000,0.675000,4580.00,0.3608000000,92.72972480000,0.000000,89.19000,,8.30000000,2.81000000
"Kepler-1988","Kepler-1988 b",513.42600000,298.6738034,43.7955099,1.127000,1.788000,6033.00,0.1038000000,11.49500229000,0.000000,79.67000,,2.96000000,1.53000000
"TOI-813","TOI-813 b",263.14500000,72.6940102,-60.9054608,1.320000,1.940000,5907.00,0.4230000000,83.89110000000,0.000000,89.64000,,36.40000000,6.71000000
"GJ 433","GJ 433 b",9.06456000,173.8619194,-32.5436302,0.480000,0.500000,3461.00,0.0620000000,7.37050000000,0.040000,,154.0000,6.04300000,2.33000000
"HATS-58 A","HATS-58 A b",403.59100000,186.7873036,-48.9784105,1.461000,1.433000,7175.00,0.0579800000,4.21808960000,0.168000,85.69000,,327.36490000,12.27385500
"HR 5183","HR 5183 b",31.46070000,206.7357992,6.3498994,1.070000,1.530000,5794.00,18.0000000000,27000.00000000000,0.840000,80.30000,-20.0000,1052.01202717,13.10000000
"Kepler-1991","Kepler-1991 b",855.82000000,285.0360506,45.0709909,0.914000,1.053000,5478.00,0.1065000000,13.26079792000,0.000000,89.51000,,2.76000000,1.47000000
"Kepler-1471","Kepler-1471 c",978.67800000,289.6649171,50.0200612,0.934000,1.166000,5533.00,0.0981000000,11.60448810000,0.000000,89.74000,,4.19000000,1.88000000
"GJ 180","GJ 180 b",11.94070000,73.4600970,-17.7761940,0.430000,0.413049,3371.00,0.0920000000,17.13300000000,0.070000,,276.0000,6.49000000,2.43000000
"WASP-169","WASP-169 b",627.06600000,127.3872297,-12.9447683,1.337000,2.011000,6110.00,0.0681000000,5.61141180000,0.000000,87.90000,,178.30263000,14.61653600
